LastName	FirstName	DatasetID	Dataset	SpeciesName	AccSpeciesID	AccSpeciesName	ObservationID	ObsDataID	TraitID	TraitName	DataID	DataName	OriglName	OrigValueStr	OrigUnitStr	ValueKindName	OrigUncertaintyStr	UncertaintyName	Replicates	StdValue	UnitName	RelUncertaintyPercent	OrigObsDataID	ErrorRisk	Reference	Comment	StdValueStr	
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Glyceria striata	26499	Glyceria striata	5983672	57862972	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.339157	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Glycine max	26507	Glycine max	5983673	57862981	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.460669	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Glycyrrhiza glabra	26521	Glycyrrhiza glabra	5983674	57862990	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			0.804429	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gnaphalium norvegicum	26569	Gnaphalium norvegicum	5983675	57862999	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			2.09421	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gnaphalium supinum	26578	Gnaphalium supinum	5983676	57863008	18	Plant height	8030	Plant height minimum	Height	0.02	m	Single				0.02	m			2.90757	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gnaphalium sylvaticum	26579	Gnaphalium sylvaticum	5983677	57863017	18	Plant height	8030	Plant height minimum	Height	0.03	m	Single				0.03	m			2.39089	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gnaphalium uliginosum	26581	Gnaphalium uliginosum	5983678	57863026	18	Plant height	8030	Plant height minimum	Height	0.02	m	Single				0.02	m			2.90757	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Goodyera repens	26752	Goodyera repens	5983679	57863035	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			1.41521	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gratiola neglecta	26835	Gratiola neglecta	5983680	57863044	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			1.41868	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gratiola officinalis	26836	Gratiola officinalis	5983681	57863053	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			1.41868	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Grindelia squarrosa	27050	Grindelia squarrosa	5983682	57863062	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.543291	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Groenlandia densa	27059	Groenlandia densa	5983683	57863071	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			0.671857	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Guizotia abyssinica	27246	Guizotia abyssinica	5983684	57863080	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			0.909883	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnadenia conopsea	27311	Gymnadenia conopsea	5983685	57863089	18	Plant height	8030	Plant height minimum	Height	0.25	m	Single				0.25	m			0.635687	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnadenia densiflora	428660	Gymnadenia densiflora_x	5983686	57863098	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			1.23461	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnadenia odoratissima	27313	Gymnadenia odoratissima	5983687	57863107	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			1.01767	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnocarpium dryopteris	27329	Gymnocarpium dryopteris	5983688	57863116	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			0.671857	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnocarpium robertianum	27330	Gymnocarpium robertianum	5983689	57863125	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.414938	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gymnocladus dioicus	27334	Gymnocladus dioica	5983690	57863134	18	Plant height	8030	Plant height minimum	Height	15	m	Single				15	m			5.13856	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila elegans	27387	Gypsophila elegans	5983691	57863143	18	Plant height	8030	Plant height minimum	Height	0.25	m	Single				0.25	m			1.21677	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila fastigiata	27388	Gypsophila fastigiata	5983692	57863152	18	Plant height	8030	Plant height minimum	Height	NA	m	Single					m				Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila fastigiata subsp. arenaria	27388	Gypsophila fastigiata	5983693	57863161	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.932418	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila fastigiata subsp. fastigiata	428831	Gypsophila fastigiata subsp. fastigiata	5983694	57863170	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.669163	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila muralis	27390	Gypsophila muralis	5983695	57863179	18	Plant height	8030	Plant height minimum	Height	0.03	m	Single				0.03	m			3.96324	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila paniculata	27391	Gypsophila paniculata	5983696	57863188	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			2.33238	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Gypsophila scorzonerifolia	27398	Gypsophila scorzonerifolia	5983697	57863197	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			2.33238	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hackelia deflexa	68314	Hackelia deflexa	5983698	57863206	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.121601	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hacquetia epipactis	451899	Sanicula epipactis	5983699	57863215	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			1.03855	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hamamelis japonica	27807	Hamamelis japonica	5983700	57863224	18	Plant height	8030	Plant height minimum	Height	2	m	Single				2	m			1.70631	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hamamelis mollis	63071	Hamamelis mollis	5983701	57863233	18	Plant height	8030	Plant height minimum	Height	2	m	Single				2	m			1.70631	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hamamelis virginiana	27810	Hamamelis virginiana	5983702	57863242	18	Plant height	8030	Plant height minimum	Height	3	m	Single				3	m			2.02819	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hammarbya paludosa	27823	Hammarbya paludosa	5983703	57863251	18	Plant height	8030	Plant height minimum	Height	0.07	m	Single				0.07	m			0.986449	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hedera helix	27988	Hedera helix	5983704	57863260	18	Plant height	8030	Plant height minimum	Height	20	m	Single				20	m			3.53422	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hedysarum hedysaroides	28041	Hedysarum hedysaroides	5983705	57863269	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			1.24647	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helenium hybridum	429215	Helenium hybridum	5983706	57863278	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			1.19423	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthemum canum subsp. canum	28114	Helianthemum oelandicum	5983707	57863287	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			1.24061	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthemum grandiflorum	28106	Helianthemum grandiflorum	5983708	57863296	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			0.709341	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthemum nummularium	28112	Helianthemum nummularium	5983709	57863305	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			0.709341	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthemum rupifragum	429235	Helianthemum rupifragum	5983710	57863314	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			1.22211	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthus ×laetiflorus	429242	Helianthus laetiflorus_x	5983711	57863323	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			1.42657	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthus annuus	28128	Helianthus annuus	5983712	57863332	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			0.977077	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	helianthus pauciflorus	68387	Helianthus pauciflorus	5983713	57863341	18	Plant height	8030	Plant height minimum	Height	0.6	m	Single				0.6	m			1.42657	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helianthus tuberosus	28156	Helianthus tuberosus	5983714	57863350	18	Plant height	8030	Plant height minimum	Height	1.2	m	Single				1.2	m			2.30984	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helictochloa planiculmis	328991	Helictochloa planiculmis	5983715	57863359	18	Plant height	8030	Plant height minimum	Height	0.7	m	Single				0.7	m			1.32362	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helictochloa pratensis	232971	Helictochloa pratensis	5983716	57863368	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.867093	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helictotrichon desertorum	28253	Helictotrichon desertorum	5983717	57863377	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.339157	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helichrysum arenarium	28161	Helichrysum arenarium	5983718	57863386	18	Plant height	8030	Plant height minimum	Height	0.1	m	Single				0.1	m			0.856667	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Heliopsis helianthoides	28340	Heliopsis helianthoides	5983719	57863395	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			1.19423	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Heliotropium europaeum	28353	Heliotropium europaeum	5983720	57863404	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.349978	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helleborus foetidus	28383	Helleborus foetidus	5983721	57863413	18	Plant height	8030	Plant height minimum	Height	0.4	m	Single				0.4	m			1.48823	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helleborus niger	28385	Helleborus niger	5983722	57863422	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.519259	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helleborus orientalis	28386	Helleborus orientalis	5983723	57863431	18	Plant height	8030	Plant height minimum	Height	0.2	m	Single				0.2	m			0.121601	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helleborus purpurascens	85643	Helleborus purpurascens	5983724	57863440	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.519259	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Helleborus viridis	28387	Helleborus viridis	5983725	57863449	18	Plant height	8030	Plant height minimum	Height	0.15	m	Single				0.15	m			0.519259	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	HELMINTHOTHECA ECHIOIDES	85647	Helminthotheca echioides	5983726	57863458	18	Plant height	8030	Plant height minimum	Height	0.3	m	Single				0.3	m			0.543291	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hemerocallis fulva	28408	Hemerocallis fulva	5983727	57863467	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			0.917624	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hemerocallis lilioasphodelus	28409	Hemerocallis lilioasphodelus	5983728	57863476	18	Plant height	8030	Plant height minimum	Height	0.5	m	Single				0.5	m			0.917624	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
Danihelka	Jiøí	500	Pladias: Life forms and heights of the Czech flora	Hepatica nobilis	203058	Anemone hepatica	5983729	57863485	18	Plant height	8030	Plant height minimum	Height	0.05	m	Single				0.05	m			2.10601	Kaplan Z., Danihelka J., Chrtek J. jun., Kirschner J., Kubát K., Štech M. & Št&#283;pánek J. (eds) (2019): Klí&#269; ke kv&#283;ten&#283; &#268;eské republiky [Key to the flora of the Czech Republic]. Ed. 2. Academia, Praha.			
