taxon_name,Pollen_type
Ligustrum,Ligustrum
Ranunculus acris,Ranunculus acris-type
Rubus chamaemorus,Rubus chamaemorus
Saxifraga oppositifolia,Saxifraga oppositifolia-type
Stachys,Galeopsis-type
Valerianella,Valerianella
Anchusa,Anchusa arvensis-type
Astragalus,Astragalus-type
Cornaceae,Cornus
Daphne,Daphne
Frangula,Frangula alnus
Fumana-type,Fumana
Geranium,Geranium
Linum catharticum,Linum catharticum
Listera-type,Listera-type
Olea,Olea europaea
Papaver,Papaver
Phillyrea,Phillyrea
Pistacia,Pistacia
Quercus ilex,Quercus ilex-type
Sedum-type,Sedum-type
Ulex-type,Genista-type
Adonis aestivalis,Adonis aestivalis-type
Allium,Allium-type
Anagallis,Anagallis
Anarrhinum,Anarrhinum bellidifolium
Anthemis,Matricaria-type
Asphodelus-type,Asphodelus/Asphodeline
Aster,Aster-type
Centranthus,Centranthus
Erica arborea,Erica arborea-type
Erica australis,Erica ciliaris-type
Erica umbellata,Erica umbellata
Fumana,Fumana
Herniaria,Herniaria
Hornungia-type,Hornungia-type
Lithospermum,Lithospermum-type
Lotus,Lotus-type
Mentha,Mentha-type
Onobrychis,Onobrychis
Paronychia,Paronychia
Serratula,Saussurea-type
Sinapis,Sinapis-type
Trollius,Trollius europaeus
Artemisia-type,Artemisia
Cannabis sativa,Cannabis sativa
Cornus sanguinea,Cornus sanguinea-type
Iris,Iris
Lathyrus,Lathyrus-type
Linum,Linum
Malva,Malvaceae
Polygonaceae,Polygonaceae
Sambucus nigra,Sambucus nigra
Secale cereale,Secale cereale
Viola,Viola
Aesculus,Aesculus
Avena,Avena-type
Eryngium,Eryngium
Helleborus,Helleborus
Heracleum sphondylium,Heracleum sphondylium
Hordeum,Hordeum-type
Jasione,Jasione montana-type
Larix,Larix/Pseudotsuga
Lobelia,Lobelia
Oxyria,Oxyria digyna
Primula,Primula
Prunus spinosa,Prunus-type
Anthyllis vulneraria,Anthyllis
Arenaria-type,Arenaria
Armeria-type,Armeria-type
Cedrus,Cedrus
Chelidonium,Chelidonium majus
Crataegus-type,Prunus-type
Cupressaceae,Juniperus-type
Dianthus-type,Dianthus/Petrorhaghia
Dryas,Dryas octopetala
Ephedra distachya-type,Ephedra distachya-type
Erica tetralix-type,Erica tetralix-type
Erodium,Erodium
Geum-type,Geum-type
Herniaria-type,Herniaria-type
Jasione-type,Jasione montana-type
Montia fontana,Montia
Ononis,Ononis
Pinguicula,Pinguicula
Plantago coronopus-type,Plantago coronopus-type
Plantago major/P. media-type,Plantago major-type
Plantago maritima-type,Plantago maritima-type
Prunus-type,Prunus-type
Sagina-type,Sagina
Saxifraga hypnoides-type,Saxifraga granulata-type
Saxifraga oppositifolia-type,Saxifraga oppositifolia-type
Scilla-type,Ornithogalum-type
Scutellaria,Scutellaria-type
Silene dioica-type,Silene dioica-type
Spergula-type,Spergularia-type
Stellaria holostea,Stellaria holostea
Valeriana officinalis-type,Valeriana officinalis-type
Acacia,Acacia
Adenostyles,Senecio-type
Allium-type,Allium-type
Carex,Carex
Cicuta virosa,Cicuta virosa
Coronilla,Coronilla-type
Gladiolus,Gladiolus/Romulea
Glaucium,Glaucium
Impatiens,Impatiens
Ligustrum vulgare,Ligustrum
Lilium martagon,Lilium
Limosella,Scrophularia-type
Luzula,Juncaceae
Malva-type,Malvaceae
Portulaca oleracea-type,Portulaca
Primula vulgaris,Primula veris-type
Rhododendron,Rhododendron
Silene dioica,Silene dioica-type
Viburnum opulus,Viburnum opulus
Zea,Zea mays
Acer campestre-type,Acer campestre-type
Acer negundo,Acer negundo
Berula-type,Sium-type
Castanea sativa,Castanea sativa
Centaurea jacea-type,Centaurea nigra-type
Convolvulus arvensis,Convolvulus
Fallopia convolvulus-type,Fallopia
Gentianaceae,Gentianaceae
Gypsophila,Gypsophila repens-type
Lysimachia,Anagallis-type
Malus-type,Prunus-type
Mercurialis perennis,Mercurialis perennis-type
Onobrychis-type,Onobrychis-type
Polygonum aviculare-type,Polygonum aviculare-type
Prunella-type,Prunella-type
Ranunculus acris-type,Ranunculus acris-type
Scleranthus perennis,Scleranthus perennis
Solanum dulcamara,Solanum dulcamara
Sorbus-type,Sorbus-type
Viscum album,Viscum
Xanthium,Xanthium
Zea mays,Zea mays
Adoxa moschatellina,Adoxa moschatellina
Anemone nemorosa-type,Anemone nemorosa-type
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi
Astragalus alpinus,Astragalus-type
Astragalus cf. A. glycyphyllos,Astragalus-type
Avena/Triticum-type,Avena/Triticum-type
Cornus suecica,Cornus suecica
Humulus lupulus,Humulus lupulus
Hypericum perforatum,Hypericum perforatum-type
Juniperus communis,Juniperus communis-type
Lysimachia-type,Anagallis-type
Papaver rhoeas-type,Papaver rhoeas-type
Potentilla recta,Potentilla-type
Prunus padus,Prunus padus
Solidago-type,Senecio-type
Sorbus aucuparia,Sorbus-type
Stachys sylvatica-type,Galeopsis-type
Trientalis europaea,Trientalis europaea
Gentianella campestris-type,Gentianella campestris-type
Silene vulgaris-type,Silene vulgaris-type
Valeriana officinalis,Valeriana officinalis-type
Trientalis,Trientalis europaea
Achillea,Matricaria-type
Aconitum,Aconitum
Alchemilla,Alchemilla
Arenaria,Arenaria
Artemisia norvegica,Artemisia
Astragalus frigidus,Astragalus-type
Bistorta,Polygonum bistorta-type
Capsella-type,Brassicaceae
Carex-type,Carex
Carya,Carya
Convallaria,Convallaria majalis
Cornus,Cornus
Diapensia,Diapensia lapponica
Ephedra distachya,Ephedra distachya-type
Ephedra fragilis,Ephedra fragilis-type
Euphrasia,Rhinanthus-type
Gentiana campestris,Gentianella campestris-type
Gentiana nivalis,Gentiana nivalis
Geum,Geum-type
Humulus,Humulus lupulus
Myricaria,Myricaria germanica
Orchidaceae,Orchidaceae
Parnassia,Parnassia palustris
Ranunculus sp.,Ranunculus-type
Rubus sp.,Rubus
Rumex longifolius,Rumex aquaticus-type
Sagina,Sagina
Salix herbacea,Salix
Saussurea,Saussurea-type
Saxifraga cernua-type,Saxifraga granulata-type
Saxifraga hirculus,Saxifraga granulata-type
Sibbaldia,Sibbaldia procumbens
Silene acaulis,Silene vulgaris-type
Tofieldia,Tofieldia
Verbascum,Verbascum
Veronica,Veronica-type
Angelica-type,Apiaceae
Astragalus cf. A. alpinus,Astragalus-type
Cirsium/Carduus-type,Cynareae
Ericaceae-type,Ericales (tetrads)
Geranium sylvaticum-type,Geranium pratense-type
Oxyria digyna,Oxyria digyna
Rumex acetosa/R. acetosella-type,Rumex acetosa-type
Rumex acetosella-type,Rumex acetosa-type
Salix herbacea-type,Salix
Tofieldia pusilla,Tofieldia
Trollius europaeus,Trollius europaeus
Arctium-type,Saussurea-type
Geranium sylvaticum,Geranium pratense-type
Pedicularis palustris-type,Pedicularis palustris-type
Pimpinella-type,Pimpinella major-type
Saussurea-type,Saussurea-type
Silene acaulis-type,Silene vulgaris-type
Veronica-type,Veronica-type
Artemisia cf. A. norvegica,Artemisia
Bistorta vivipara,Polygonum viviparum
Galeopsis-type,Galeopsis-type
Lobelia dortmanna,Lobelia dortmanna
Populus tremula,Populus tremula-type
Rumex longifolius-type,Rumex aquaticus-type
Saxifraga cespitosa-type,Saxifraga granulata-type
Cerastium,Cerastium-type
cf. Ephedra fragilis,Ephedra
cf. Prunus,Rosaceae (non-operculate)
Ephedra distachya subsp. helvetica-type,Ephedra distachya-type
Ephedra fragilis-type,Ephedra fragilis-type
Erica,Erica
Helianthemum-type,Helianthemum
Silene,Silene-type
Polemonium,Polemonium
cf. Empetrum,Ericales (tetrads)
Rumex/Oxyria,Rumex/Oxyria
Cannabaceae,Cannabis/Humulus
Centaurea cyanus-type,Centaurea cyanus-type
Centaurea nigra-type,Centaurea nigra-type
Diapensia lapponica,Diapensia lapponica
Malvaceae,Malvaceae
Primula farinosa,Primula farinosa-type
cf. Gentiana pneumonanthe,Gentianaceae
Chrysosplenium-type,Chrysosplenium
Plantago cf. P. coronopus,Plantago
Rumex/Oxyria digyna,Rumex/Oxyria
Saxifraga cf. S. oppositifolia,Saxifraga
Saxifraga granulata-type,Saxifraga granulata-type
Spergularia,Spergularia-type
Anagallis arvensis,Anagallis arvensis-type
Corylus avellana-type,Corylus
Jasione montana,Jasione montana-type
Vicia sylvatica-type,Vicia-type
Alnus glutinosa-type,Alnus glutinosa-type
Ambrosia,Ambrosia
Anthriscus sylvestris-type,Anthriscus sylvestris-type
Bidens,Bidens-type
Chaerophyllum hirsutum-type,Chaerophyllum hirsutum-type
Dipsacus,Dipsacus-type
Heracleum-type,Apiaceae
Lonicera xylosteum,Lonicera xylosteum
Peucedanum-type,Peucedanum-type
Phyteuma,Phyteuma-type
Pimpinella major-type,Pimpinella major-type
Ranunculus arvensis,Ranunculus arvensis
Rumex obtusifolius-type,Rumex crispus-type
Trifolium repens-type,Trifolium repens-type
Triticum-type,Triticum-type
Vicia cracca-type,Vicia-type
Bupleurum-type,Apiaceae
Carduus,Carduus
Carum carvi,Carum carvi
Chamaenerion angustifolium-type,Epilobium angustifolium-type
Daucus,Daucus
Empetrum-type,Empetrum/Ledum
Gnaphalium-type,Gnaphalium-type
Polygonatum,Polygonatum-type
Sanicula europaea,Sanicula europaea
Seseli-type,Seseli-type
Viburnum lantana,Viburnum lantana
Gagea,Gagea/Tulipa
Knautia,Knautia
Pedicularis-type,Pedicularis palustris-type
Pinus cembra-type,Pinus cembra-type
Plantago sp.,Plantago
Pulmonaria,Anchusa/Pulmonaria
Symphytum,Symphytum
Arctostaphylos,Arctostaphylos
Fallopia,Fallopia
Gypsophila repens-type,Gypsophila repens-type
Liliaceae-type,Liliaceae-type
Montia,Montia
Papaveraceae,Papaveraceae
Plantago major-type,Plantago major-type
Pleurospermum austriacum,Pleurospermum-type
Scleranthus annuus,Scleranthus annuus
Soldanella,Soldanella
Valeriana dioica-type,Valeriana dioica
Veratrum-type,Veratrum
Dryas-type,Dryas octopetala
Epilobium-type,Epilobium
Plantago media-type,Plantago major-type
Aconitum-type,Aconitum
Galeopsis,Galeopsis-type
Gentiana asclepiadea-type,Gentiana pneumonanthe-type
Lysimachia vulgaris,Lysimachia vulgaris-type
Oxalis,Oxalis
Ribes cf. R. alpinum,Ribes
Sambucus cf. S. ebulus,Sambucus
Valeriana dioica subsp. simplicifolia,Valeriana dioica
Veratrum,Veratrum
Viola arvensis-type,Viola tricolor-type
Comarum-type,Potentilla-type
Lycopus-type,Mentha-type
Lysimachia nemorum,Lysimachia nemorum
Pinguicula vulgaris,Pinguicula
Spergularia-type,Spergularia-type
Alnus viridis,Alnus viridis
Helianthemum nummularium-type,Helianthemum nummularium-type
Ostrya-type,Ostrya/Carpinus orientalis
Pinus cembra,Pinus cembra-type
Plantago alpina-type,Plantago maritima-type
Plantago atrata-type,Plantago atrata-type
Rumex-type,Rumex/Oxyria
Androsace,Androsace
Boraginaceae,Boraginaceae
Bupleurum,Bupleurum
Centaurea nigra,Centaurea nigra-type
Crassulaceae,Crassulaceae
Linaria,Linaria-type
Odontites,Odontites-type
Oleaceae,Oleaceae
Ostrya,Ostrya/Carpinus orientalis
Quercus ilex-type,Quercus ilex-type
Quercus robur-type,Quercus robur-type
Thalictrum-type,Thalictrum
Urticaceae,Urticaceae
Calystegia,Calystegia
Carduus-type,Carduus-type
Centaurea jacea,Centaurea nigra-type
Cynoglossum,Cynoglossum-type
Dianthus,Dianthus/Petrorhaghia
Digitalis,Digitalis
Genista-type,Genista-type
Gentiana pneumonanthe-type,Gentiana pneumonanthe-type
Linum usitatissimum,Linum usitatissimum/L. bienne
Myosotis,Myosotis-type
Papaver-type,Papaver
Reseda,Reseda
Scleranthus,Scleranthus
Solanum nigrum,Solanum nigrum-type
Spergula arvensis,Spergula arvensis-type
Vicia cracca,Vicia-type
Aquilegia,Aquilegia
Asphodelus,Asphodelus
Centaurea collina,Centaurea scabiosa-type
Convolvulus,Convolvulus
Juncaceae,Juncaceae
Ceratonia,Ceratonia siliqua
Cistus,Cistus
Gentiana,Gentiana
Quercus suber-type,Quercus cerris-type
Rhamnaceae,Rhamnaceae
Rhus,Rhus
Cytisus,Genista-type
Lilium,Lilium
Quercus robur,Quercus robur-type
Spergula,Spergularia-type
Cuscuta,Cuscuta
Epipactis,Epipactis
Hypericum perforatum-type,Hypericum perforatum-type
Rhamnus-type,Rhamnus-type
Rhus coriaria-type,Rhus coriaria-type
Vicia/Lathyrus,Lathyrus/Vicia-type
Convolvulus arvensis-type,Convolvulus arvensis-type
Cuscuta europaea-type,Cuscuta europaea-type
Iris pseudacorus-type,Iris pseudacorus-type
Jasione montana-type,Jasione montana-type
Matricaria-type,Matricaria-type
Platanus,Platanus
Pulmonaria-type,Anchusa/Pulmonaria
Rumex aquaticus-type,Rumex aquaticus-type
Rumex crispus-type,Rumex crispus-type
Sanguisorba minor-type,Sanguisorba minor-type
Saxifraga aizoides-type,Saxifraga oppositifolia-type
Succisa-type,Succisa-type
Thesium,Thesium
Tilia cordata-type,Tilia cordata-type
Tilia platyphyllos-type,Tilia platyphyllos-type
Viburnum opulus-type,Viburnum opulus/V. tinus
Cerastium alpinum-type,Cerastium-type
Cirsium/Carduus,Cynareae
Filipendula vulgaris,Filipendula
Hypericum pulchrum-type,Hypericum perforatum-type
Prunus cf. P. padus,Prunus-type
Rubus saxatilis,Rubus
Salix pentandra-type,Salix
Saxifraga aizoides,Saxifraga oppositifolia-type
Succisa pratensis,Succisa-type
Alchemilla-type,Alchemilla/Aphanes
cf. Salix herbacea,Salix
Ambrosia-type,Ambrosia/Xanthium
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium
Prunus avium/P. spinosa,Prunus-type
Alnus glutinosa/A. incana,Alnus glutinosa-type
Centaurea collina-type,Centaurea scabiosa-type
Cytisus-type,Cytisus-type
Hedysarum-type,Onobrychis-type
Plantago alpina,Plantago maritima-type
Solanaceae,Solanaceae
Centaurea montana-type,Centaurea montana-type
Eranthis hyemalis,Eranthis hyemalis
Euphrasia-type,Rhinanthus-type
Falcaria vulgaris,Falcaria-type
Petasites,Petasites
Rumex alpinus,Rumex alpinus-type
Spiraea,Aruncus/Spiraea
Agrimonia,Agrimonia/Aremonia
Alchemilla/Aphanes,Alchemilla/Aphanes
Allium ursinum-type,Allium ursinum-type
Anthericum,Anthericum
Aruncus dioicus,Aruncus/Spiraea
Bellis-type,Aster-type
Calystegia sepium,Calystegia
Centaurea scabiosa-type,Centaurea scabiosa-type
cf. Cannabis sativa,Cannabis/Humulus
cf. Humulus lupulus,Cannabis/Humulus
Coronilla-type,Coronilla-type
Echium vulgare,Echium
Epipactis palustris,Epipactis
Glyceria-type,Hordeum-type
Gypsophila fastigiata,Gypsophila repens-type
Helianthemum canum-type,Helianthemum oelandicum-type
Helianthemum oelandicum-type,Helianthemum oelandicum-type
Linum catharticum-type,Linum catharticum-type
Lithospermum officinale,Lithospermum officinale
Loranthus europaeus,Loranthus europaeus
Lysimachia nummularia,Lysimachia vulgaris-type
Lysimachia thyrsiflora,Lysimachia vulgaris-type
Lythrum portula,Lythrum portula-type
Malus,Prunus-type
Medicago sativa,Medicago sativa-type
Ranunculus flammula-type,Ranunculus flammula-type
Rumex crispus,Rumex crispus-type
Salix glauca-type,Salix
Salix polaris-type,Salix
Salvia,Salvia-type
Scorzonera humilis-type,Scorzonera humilis-type
Scrophularia,Scrophularia-type
Solanum nigrum-type,Solanum nigrum-type
Syringa vulgaris,Syringa
Taraxacum-type,Crepis-type
Thymus-type,Mentha-type
Trifolium repens,Trifolium repens-type
Tussilago-type,Tussilago-type
Urtica urens,Urtica urens
Valeriana dioica,Valeriana dioica
Astrantia-type,Astrantia-type
Centaurea montana,Centaurea montana-type
Heracleum,Heracleum
Lilium martagon-type,Lilium
Gentiana pneumonanthe,Gentiana pneumonanthe-type
Jasminum,Jasminum
Solanum,Solanum
Viola arvensis,Viola tricolor-type
Viola riviniana,Viola odorata-type
Sambucus nigra/S. racemosa,Sambucus nigra/S. racemosa
Delphinium-type,Consolida-type
Nigella,Nigella
Panicum-type,Panicum-type
Chenopodium,Chenopodiaceae/Amaranthaceae
Fraxinus ornus,Fraxinus ornus
Genista,Genista-type
Pinus pinaster-type,Pinus pinaster
Quercus coccifera,Quercus ilex-type
Bruckenthalia,Bruckenthalia spiculifolia
Cornus mas,Cornus mas
Rheum,Rheum
Aphanes-type,Alchemilla/Aphanes
Apium,Apium
Astrantia major,Astrantia major
Ballota-type,Ballota-type
Bryonia,Bryonia
Chelidonium majus,Chelidonium majus
Conium-type,Apiaceae
Cornus mas-type,Cornus mas-type
Daucus-type,Apiaceae
Dorycnium-type,Dorycnium
Eryngium-type,Apiaceae
Euonymus europaeus,Euonymus
Fallopia convolvulus,Fallopia
Helleborus-type,Helleborus
Hippocrepis,Coronilla-type
Linum alpinum-type,Linum austriacum-type
Oxalis acetosella,Oxalis acetosella
Papaver argemone-type,Papaver argemone
Rosa-type,Rosa
Trifolium spadiceum,Trifolium badium-type
Anemone nemorosa,Anemone nemorosa-type
Carpinus-type,Carpinus betulus
Rumex acetosa/R. acetosella,Rumex acetosa-type
Stachys sylvatica,Galeopsis-type
Armeria maritima (type B),Armeria-type
Cuscuta lupuliformis,Cuscuta lupuliformis
Humulus-type,Humulus lupulus
Spergula arvensis-type,Spergularia-type
Verbena officinalis,Verbena officinalis
Agrostemma githago,Agrostemma githago
cf. Sagina,Caryophyllaceae (periporate excl. Paronychioideae)
Cornus cf. C. suecica,Cornus
Elymus-type,Hordeum-type
Gentianella campestris,Gentianella campestris-type
Odontites-type,Odontites-type
Polygonatum-type,Polygonatum-type
Primula vulgaris-type,Primula veris-type
Sambucus cf. S. racemosa,Sambucus nigra/S. racemosa
Saxifraga cf. S. nivalis,Saxifraga
Stellaria cf. S. palustris,Cerastium-type
Stellaria graminea,Cerastium-type
Astragalus-type,Astragalus-type
Carex hirta-type,Carex
cf. Oxyria digyna,Rumex/Oxyria
Digitalis-type,Digitalis-type
Gypsophila muralis,Gypsophila muralis
Melilotus officinalis,Astragalus-type
Pyrola,Pyrola-type
Stellaria,Cerastium-type
Stellaria cf. S. media,Cerastium-type
Allium vineale-type,Allium vineale-type
Armeria maritima subsp. elongata,Armeria-type
Iris pseudacorus,Iris pseudacorus-type
Papaver argemone,Papaver argemone
Polygala vulgaris,Polygala comosa-type
Rubus-type,Rubus
Rumex conglomeratus-type,Rumex crispus-type
Saxifraga cf. S. aizoides,Saxifraga
Trifolium pratense,Trifolium pratense-type
cf. Humulus,Cannabis/Humulus
Chenopodium album,Chenopodiaceae/Amaranthaceae
Fumaria,Fumaria
Pimpinella,Pimpinella major-type
Scabiosa columbaria,Scabiosa columbaria-type
Valerianella dentata,Valerianella
Hornungia,Hornungia-type
Listera,Listera-type
Alnus viridis-type,Alnus viridis
Anthericum-type,Anthericum
Anthriscus sylvestris,Anthriscus sylvestris-type
Calluna vulgaris-type,Calluna vulgaris
Cerastium fontanum-type,Cerastium-type
Cornus sanguinea-type,Cornus sanguinea-type
Falcaria vulgaris-type,Falcaria-type
Fraxinus excelsior-type,Fraxinus excelsior-type
Fritillaria-type,Fritillaria
Herniaria glabra-type,Herniaria glabra-type
Humulus/Cannabis-type,Cannabis/Humulus
Ilex aquifolium-type,Ilex
Laurus,Laurus
Ligusticum mutellina,Ligusticum mutellina
Linum austriacum-type,Linum austriacum-type
Morus alba,Morus alba
Pentaglottis sempervirens,Pentaglottis sempervirens
Pinus sylvestris-type,Pinus sylvestris-type
Sambucus racemosa,Sambucus racemosa
Saxifraga granulata,Saxifraga granulata-type
Sorbus aucuparia-type,Sorbus-type
Trifolium badium-type,Trifolium badium-type
Anethum-type,Falcaria-type
Filipendula-type,Filipendula
Linaria-type,Linaria-type
Spiraea-type,Aruncus/Spiraea
Adonis-type,Adonis
Iris-type,Iris
Berberis vulgaris,Berberis
Betula cf. B. nana,Betula nana-type
Corydalis,Corydalis
Cyperus,Cyperus
Empetrum cf. E. nigrum,Empetrum nigrum
Gypsophila fastigiata-type,Gypsophila repens-type
Lithospermum-type,Lithospermum-type
Populus balsamifera-type,Populus balsamifera-type
Populus tremula-type,Populus tremula-type
Urtica cf. U. dioica,Urtica
Viburnum-type,Viburnum
Agropyron-type,Hordeum-type
Buxus sempervirens,Buxus
cf. Cannabis,Cannabis/Humulus
cf. Sorbus aucuparia,Rosaceae (non-operculate)
Dactylis-type,Poaceae
Fallopia convolvulus/F. dumetorum,Fallopia
Glechoma-type,Prunella-type
Phleum-type,Poaceae
Polygonatum verticillatum,Polygonatum verticillatum
Primula farinosa-type,Primula farinosa-type
Rumex cf. R. obtusifolius,Rumex crispus-type
Sambucus cf. S. nigra,Sambucus nigra/S. racemosa
Saxifraga cf. S. hirculus,Saxifraga
Staphylea,Staphylea pinnata
Syringa,Syringa
Anthyllis,Anthyllis
Arnica montana,Bidens-type
Astragalus alpinus-type,Astragalus-type
Bartsia-type,Rhinanthus-type
Bellis,Aster-type
Cerastium arvense-type,Cerastium-type
Convallaria majalis,Convallaria majalis
Cytisus scoparius,Genista-type
Daucus carota,Daucus
Dianthus superbus-type,Dianthus/Petrorhaghia
Erigeron,Gnaphalium-type
Eucalyptus,Eucalyptus
Hippocrepis-type,Coronilla-type
Homogyne,Homogyne-type
Lonicera xylosteum-type,Lonicera xylosteum-type
Medicago falcata-type,Medicago sativa-type
Mercurialis annua,Mercurialis annua
Minuartia rubra-type,Minuartia rubra-type/Bufonia
Onosma,Onosma
Primula hirsuta-type,Primula hirsuta-type
Rosa,Rosa
Senecio,Senecio-type
Solidago,Aster-type
Tussilago farfara,Tussilago-type
Valeriana tripteris-type,Valeriana montana-type
Ranunculus lingua-type,Ranunculus lingua
Arbutus,Arbutus
Arceuthobium oxycedri,Arceuthobium oxycedri
Asparagus acutifolius,Asparagus acutifolius
Asphodeline,Asphodeline
Asphodelus albus-type,Asphodelus albus-type
Calligonum,Calligonum
Cardamine-type,Brassicaceae
Carlina,Carlina
Carthamus,Carthamus-type
Carthamus-type,Carthamus-type
Celtis australis,Celtis
Centaurium,Centaurium
Cerinthe,Cerinthe
Cistaceae,Cistaceae
Cistus monspeliensis,Cistus monspeliensis-type
Crupina-type,Crupina
Cyperus-type,Cyperus
Epipactis palustris-type,Epipactis
Erica arborea-type,Erica arborea-type
Ficus,Ficus carica
Gagea/Tulipa,Gagea/Tulipa
Helleborus foetidus,Helleborus foetidus
Linum usitatissimum-type,Linum usitatissimum/L. bienne
Lygeum spartum,Lygeum spartum
Myrtus communis,Myrtus communis
Nerium oleander,Nerium oleander
Ostrya/Carpinus orientalis,Ostrya/Carpinus orientalis
Paronychia-type,Paronychia
Pinus halepensis-type,Pinus halepensis-type
Prunus/Sorbus,Rosaceae (non-operculate)
Quercus cerris/Q. suber,Quercus cerris-type
Quercus pubescens-type,Quercus robur-type
Theligonum cynocrambe,Theligonum cynocrambe
Thymelaeaceae,Thymelaeaceae
Viburnum tinus,Viburnum tinus
Aster/Achillea,Compositae subfam. Asteroideae
Carpinus orientalis,Ostrya/Carpinus orientalis
Jurinea,Saussurea-type
Quercus cerris,Quercus cerris-type
Mercurialis perennis-type,Mercurialis perennis-type
Minuartia-type,Moehringia-type
Orlaya grandiflora,Orlaya
Torilis arvensis,Torilis arvensis
Trifolium alpinum-type,Trifolium alpinum-type
Alnus incana,Alnus glutinosa-type
Asarum europaeum,Asarum europaeum
Betula pendula,Betula pubescens-type
Betula pubescens,Betula pubescens-type
Cichorium,Crepis-type
Illecebrum,Illecebrum verticillatum
Oxalidaceae,Oxalis
Plantaginaceae,Plantaginaceae
Polygalaceae,Polygala
Santalaceae,Santalaceae
Violaceae,Viola
Convolvulus-type,Convolvulus
Iridaceae,Liliaceae-type
Pinus peuce,Pinus cembra-type
Quercus cerris-type,Quercus cerris-type
Verbascum-type,Verbascum
Knautia/Dipsacus,Dipsacaceae
Plantago media/P. montana,Plantago
Aruncus-type,Aruncus/Spiraea
Gypsophila-type,Gypsophila repens-type
Pistacia lentiscus,Pistacia
Pyrus-type,Prunus-type
Saxifraga paniculata-type,Saxifraga oppositifolia-type
Sempervivum,Sempervivum
Streptopus amplexifolius,Convallaria-type
Vincetoxicum,Vincetoxicum
Xeranthemum,Xeranthemum
Myosotis arvensis-type,Myosotis-type
Lotus corniculatus,Lotus-type
Poterium,Sanguisorba minor-type
Rumex aquaticus,Rumex aquaticus-type
cf. Avena,Cerealia-type
Hordeum/Secale,Cerealia-type
Sambucus ebulus,Sambucus ebulus
Androsace-type,Androsace
Arctostaphylos uva-ursi-type,Arctostaphylos uva-ursi
Bambusa-type,Poaceae
Betula pubescens-type,Betula pubescens-type
Bruckenthalia-type,Bruckenthalia spiculifolia
Castanea-type,Castanea sativa
Cedrus-type,Cedrus
Chamaenerion,Epilobium
Coniferae-type,cf. Abies
Cryptomeria,Cryptomeria-type
Geranium-type,Geranium
Juglandaceae-type,Juglandaceae
Larix-type,Larix/Pseudotsuga
Magnolia-type,Magnolia-type
Myrica-type,Myrica
Podocarpus-type,Podocarpus
Rumex cf. R. alpinus,Rumex acetosa-type
Sciadopitys,Sciadopitys
Sequoia,Sequoia
Sorbus aria-type,Sorbus-type
Tsuga diversifolia-type,Tsuga diversifolia-type
Tsuga-type,Tsuga
Ulmus/Zelkova,Ulmus/Zelkova
Buphthalmum,Senecio-type
Geum montanum-type,Geum-type
Holosteum umbellatum,Holosteum umbellatum
Ligusticum mutellinoides-type,Ligusticum mutellinoides-type
Minuartia verna-type,Moehringia-type
Moehringia-type,Moehringia-type
Myricaria germanica,Myricaria germanica
Turgenia latifolia,Turgenia latifolia
Linaceae,Linaceae
Olea europaea,Olea europaea
Quercus canariensis,Quercus robur-type
Quercus suber,Quercus cerris-type
Fagopyrum-type,Fagopyrum
Knautia arvensis-type,Knautia
Lycopus,Mentha-type
Potentilla/Comarum,Potentilla-type
Scleranthus annuus-type,Scleranthus annuus
Sorbus torminalis,Sorbus-type
Angelica sylvestris,Peucedanum-type
Athamanta cretensis,Athamanta cretensis
Lonicera alpigena,Lonicera alpigena
Acanthus,Acanthus
Coriaria,Coriaria myrtifolia
Cyperus capitatus,Cyperus
Gentiana verna,Gentiana verna
Ranunculus lanuginosus,Ranunculus acris-type
Stellaria holostea-type,Stellaria holostea
Celtis,Celtis
Centaurea solstitialis-type,Centaurea nigra-type
Cistus albidus-type,Cistus albidus-type
Cotinus-type,Rhus/Cotinus
Fraxinus angustifolia-type,Fraxinus angustifolia
Heliotropium-type,Heliotropium
Marrubium,Marrubium
Myrtus,Myrtus communis
Plantago lagopus-type,Plantago lanceolata-type
Teucrium-type,Teucrium
Anthemideae,Matricaria-type
Crepis,Crepis-type
Myrrhis-type,Apiaceae
Parnassia-type,Parnassia palustris
Hypericum elodes,Hypericum elodes
Rumex hydrolapathum,Rumex aquaticus-type
Verbena,Verbena officinalis
Armeria maritima,Armeria-type
Borago,Borago
Lamium,Lamium album-type
Limonium,Armeria-type
Resedaceae,Resedaceae
Spartium,Spartium junceum
Viola tricolor,Viola tricolor-type
Apium-type,Apiaceae
Ammi,Apiaceae
Atriplex,Chenopodiaceae/Amaranthaceae
Calendula,Calendula
Draba,Brassicaceae
Scutellaria-type,Scutellaria-type
Rosaceae (type A),Rosaceae
Rosaceae (type B),Rosaceae
Androsace alpina-type,Androsace elongata-type
Lamium album-type,Lamium album-type
Narcissus pseudonarcissus-type,Convallaria-type
Phyteuma-type,Phyteuma-type
Saxifraga hirculus-type,Saxifraga granulata-type
Vicia/Lathyrus-type,Lathyrus/Vicia-type
Echium-type,Echium/Onosma
Helleborus viridis-type,Helleborus viridis-type
Narcissus-type,Convallaria-type
Homogyne-type,Homogyne-type
Tozzia alpina,Odontites-type
Consolida-type,Consolida-type
Euphorbia cf. E. palustris,Euphorbia
Melampyrum pratense,Melampyrum
