taxon_name,Pollen_type
Sambucus cf. S. nigra,Sambucus
Saxifraga cf. S. hirculus,Saxifraga
Staphylea,Staphylea
Syringa,Syringa
Anthyllis,Anthyllis
Arnica montana,Arnica
Astragalus alpinus-type,Astragalus
Bellis,Bellis
Cerastium arvense-type,Cerastium
Convallaria majalis,Convallaria
Cytisus scoparius,Cytisus
Daucus carota,Daucus
Dianthus superbus-type,Dianthus
Erigeron,Erigeron
Homogyne,Homogyne
Lonicera xylosteum-type,Lonicera
Medicago falcata-type,Medicago
Mercurialis annua,Mercurialis
Minuartia rubra-type,Minuartia
Onosma,Onosma
Primula hirsuta-type,Primula
Rosa,Rosa
Senecio,Senecio
Solidago,Solidago
Tussilago farfara,Tussilago
Valeriana tripteris-type,Valeriana
Ranunculus lingua-type,Ranunculus
Arbutus,Arbutus
Arceuthobium oxycedri,Arceuthobium
Asparagus acutifolius,Asparagus
Asphodeline,Asphodeline
Asphodelus albus-type,Asphodelus
Calligonum,Calligonum
Carlina,Carlina
Carthamus,Carthamus
Celtis australis,Celtis
Centaurium,Centaurium
Cerinthe,Cerinthe
Cistus monspeliensis,Cistus
Cistus salviifolius,Cistus
Epipactis palustris-type,Epipactis
Erica arborea-type,Erica
Ficus,Ficus
Helleborus foetidus,Helleborus
Linum usitatissimum-type,Linum
Lycopsis arvensis,Lycopsis
Lygeum spartum,Lygeum
Myrtus communis,Myrtus
Nerium oleander,Nerium
Pinus halepensis-type,Pinus
Quercus cerris/Q. suber,Quercus
Quercus pubescens-type,Quercus
Theligonum cynocrambe,Theligonum
Thymelaeaceae,Thymelaeaceae
Viburnum tinus,Viburnum
Carpinus orientalis,Carpinus
Jurinea,Jurinea
Quercus cerris,Quercus
Anemone sect. Hepatica,Hepatica
Mercurialis perennis-type,Mercurialis
Orlaya grandiflora,Orlaya
Torilis arvensis,Torilis
Trifolium alpinum-type,Trifolium
Asarum europaeum,Asarum
Betula pendula,Betula
Betula pubescens,Betula
Cichorium,Cichorium
Illecebrum,Illecebrum
Oxalidaceae,Oxalidaceae
Plantaginaceae,Plantaginaceae
Santalaceae,Santalaceae
Violaceae,Violaceae
Iridaceae,Iridaceae
Pinus peuce,Pinus
Quercus cerris-type,Quercus
Plantago media/P. montana,Plantago
Pistacia lentiscus,Pistacia
Saxifraga paniculata-type,Saxifraga
Sempervivum,Sempervivum
Streptopus amplexifolius,Streptopus
Vincetoxicum,Vincetoxicum
Xeranthemum,Xeranthemum
Myosotis arvensis-type,Myosotis
Lotus corniculatus,Lotus
Persicaria lapathifolia,Persicaria
Poterium,Poterium
Quercus (deciduous),Quercus
Rumex aquaticus,Rumex
Sambucus ebulus,Sambucus
Tilia undiff.,Tilia
Arctostaphylos uva-ursi-type,Arctostaphylos
Betula pubescens-type,Betula
Chamaenerion,Chamaenerion
Cryptomeria,Cryptomeria
Rumex cf. R. alpinus,Rumex
Saxifraga undiff.,Saxifraga
Sciadopitys,Sciadopitys
Sequoia,Sequoia
Sorbus aria-type,Sorbus
Tsuga diversifolia-type,Tsuga
Buphthalmum,Buphthalmum
Geum montanum-type,Geum
Holosteum umbellatum,Holosteum
Ligusticum mutellinoides-type,Ligusticum
Minuartia verna-type,Minuartia
Myricaria germanica,Myricaria
Turgenia latifolia,Turgenia
Linaceae,Linaceae
Olea europaea,Olea
Quercus canariensis,Quercus
Quercus suber,Quercus
Centaurea undiff.,Centaurea
Knautia arvensis-type,Knautia
Lycopus,Lycopus
Scleranthus annuus-type,Scleranthus
Sorbus torminalis,Torminalis
Angelica sylvestris,Angelica
Athamanta cretensis,Athamanta
Lonicera alpigena,Lonicera
Acanthus,Acanthus
Coriaria,Coriaria
Cyperus capitatus,Cyperus
Gentiana verna,Gentiana
Ranunculus lanuginosus,Ranunculus
Stellaria holostea-type,Stellaria
Centaurea solstitialis-type,Centaurea
Cistus albidus-type,Cistus
Fraxinus angustifolia-type,Fraxinus
Marrubium,Marrubium
Myrtus,Myrtus
Plantago lagopus-type,Plantago
Quercus (deciduous-type),Quercus
Quercus (evergreen-type),Quercus
Crepis,Crepis
Hypericum elodes,Hypericum
Rumex hydrolapathum,Rumex
Verbena,Verbena
Armeria maritima,Armeria
Atropa belladonna,Atropa
Borago,Borago
Limonium,Limonium
Resedaceae,Resedaceae
Spartium,Spartium
Viola tricolor,Viola
Calystegia sepium-type,Calystegia
Dioscorea,Dioscorea
Plantago pro parte,Plantago
Ammi,Ammi
Atriplex,Atriplex
Calendula,Calendula
Draba,Draba
Rosaceae (type A),Rosaceae
Rosaceae (type B),Rosaceae
Androsace alpina-type,Androsace
Chrysosplenium undiff.,Chrysosplenium
Lamium album-type,Lamium
Narcissus pseudonarcissus-type,Narcissus
Saxifraga hirculus-type,Saxifraga
Helleborus viridis-type,Helleborus
Boraginaceae undiff.,Boraginaceae
Tozzia alpina,Tozzia
Caryophyllaceae pro parte,Caryophyllaceae
Euphorbia cf. E. palustris,Euphorbia
Fabaceae pro parte,Fabaceae
Lamiaceae pro parte,Lamiaceae
Liliaceae pro parte,Liliaceae
Melampyrum pratense,Melampyrum
Poaceae pro parte,Poaceae
Ranunculaceae pro parte,Ranunculaceae
Rosaceae pro parte,Rosaceae
Muscari,Muscari
Gentiana lutea,Gentiana
Centaurea cf. C. cyanus-type,Centaurea
Centaurea cf. C. nigra-type,Centaurea
Centaurea cf. C. scabiosa-type,Centaurea
Quercus undiff.,Quercus
Andromeda polifolia,Andromeda
Eupatorium,Eupatorium
Sison amomum,Sison
Sium latifolium-type,Sium
Torilis nodosa,Torilis
Trinia glauca,Trinia
Betula humilis,Betula
Caprifoliaceae,Caprifoliaceae
Lamiaceae (hexacolpate),Lamiaceae
Lamiaceae (tricolpate),Lamiaceae
Psylliostachys spicata,Psylliostachys
Rumex cf. R. hydrolapathum,Rumex
Zygophyllum,Zygophyllum
Clematis,Clematis
Dioscorea communis,Dioscorea
Lonicera nigra,Lonicera
Maianthemum bifolium,Maianthemum
Saxifraga hirsuta-type,Saxifraga
Silaum silaus,Silaum
Linum undiff.,Linum
Myricaria germanica-type,Myricaria
Bistorta vivipara-type,Bistorta
Cerastium fontanum,Cerastium
Aesculus hippocastanum,Aesculus
Nicotiana,Nicotiana
Laserpitium latifolium-type,Laserpitium
Meum athamanticum,Meum
Cornus mas/C. suecica,Cornus
Ericales (tetrad),undiff
Acer campestre,Acer
Anthriscus caucalis,Anthriscus
Hypericum undiff.,Hypericum
Polemonium caeruleum,Polemonium
Sagina cf. S. nodosa,Sagina
Sorbus aria,Aria
Aethusa cynapium,Aethusa
Agrostemma,Agrostemma
Arnica,Arnica
Carum carvi-type,Carum
Chaerophyllum,Chaerophyllum
Conium maculatum,Conium
Inula,Inula
Pastinaca sativa,Pastinaca
Peucedanum palustre,Thysselinum
Primula veris-type,Primula
Ranunculus flammula,Ranunculus
Scandix pecten-veneris,Scandix
Silene viscaria-type,Silene
Sium,Sium
Swertia perennis,Swertia
Torilis japonica,Torilis
Buglossoides arvensis,Buglossoides
Eryngium campestre,Eryngium
Primulaceae undiff.,Primulaceae
Orthilia,Orthilia
Digitalis purpurea-type,Digitalis
Erica ciliaris-type,Erica
Lythrum salicaria-type,Lythrum
Poaceae (annulus >10 µm),Poaceae
Rumex sanguineus-type,Rumex
Solidago virgaurea-type,Solidago
Anagallis tenella,Lysimachia
Crassulaceae undiff.,Crassulaceae
Myosotis arvensis,Myosotis
Poaceae (<37 µm),Poaceae
Andromeda,Andromeda
Crataegus monogyna,Crataegus
Plantago tenuiflora,Plantago
Umbilicus rupestris,Umbilicus
Vicia sylvatica,Vicia
Monotropa,Monotropa
Anemone alpina,Anemone
Ligusticum,Ligusticum
Peucedanum,Peucedanum
Plantago montana,Plantago
Polygala vulgaris-type,Polygala
Ranunculus aconitifolius,Ranunculus
Seseli,Seseli
Homogyne alpina,Homogyne
Xanthium spinosum-type,Xanthium
Oenanthe fistulosa-type,Oenanthe
Plantago atrata,Plantago
Pseudofumaria lutea-type,Pseudofumaria
Rumex alpinus-type,Rumex
Scabiosa columbaria-type,Scabiosa
Staphylea pinnata,Staphylea
Succisa pratensis-type,Succisa
Trachycarpus fortunei,Trachycarpus
Tribulus terrestris,Tribulus
Viola canina-type,Viola
Berula erecta,Berula
Morus alba-type,Morus
Artemisia herba-alba-type,Artemisia
Artemisia vulgaris-type,Artemisia
Betulaceae,Betulaceae
Cotinus coggygria,Cotinus
Loranthus,Loranthus
Paliurus,Paliurus
Ranunculus repens-type,Ranunculus
Ranunculus sceleratus-type,Ranunculus
Rubus fruticosus,Rubus
Adonis,Adonis
Armeria (type A),Armeria
Armeria (type B),Armeria
Glaux,Astragalus
Trifolium undiff.,Trifolium
Malva sylvestris-type,Malva
Pinus pinaster,Pinus
Quercus pyrenaica-type,Quercus
Urtica dioica-type,Urtica
Amaranthus,Amaranthus
Anemone hortensis-type,Anemone
Asparagus,Asparagus
Asphodelus fistulosus,Asphodelus
Bituminaria bituminosa,Bituminaria
Borago officinalis,Borago
Chamaerops humilis,Chamaerops
Citrus,Citrus
Cynoglossum officinale-type,Cynoglossum
Dorycnium,Lotus
Fedia cornucopiae,Fedia
Ficus carica,Ficus
Gypsophila arrostii,Gypsophila
Helleborus viridis,Helleborus
Ornithopus,Ornithopus
Phlomis,Phlomis
Rumex scutatus-type,Rumex
Saxifraga tridactylitis-type,Saxifraga
Sideritis,Sideritis
Simethis planifolia,Simethis
Tamarix,Tamarix
Tuberaria,Tuberaria
Urtica membranacea-type,Urtica
Urtica pilulifera,Urtica
Zelkova,Zelkova
Aruncus,Aruncus
Astrantia,Astrantia
Bartsia,Bartsia
Filipendula ulmaria,Filipendula
Gnaphalium,Gnaphalium
Pedicularis palustris,Pedicularis
Ribes alpinum,Ribes
Silene vulgaris,Silene
Veratrum album,Veratrum
Ailanthus,Ailanthus
Centaurea solstitialis,Centaurea
Radiola linoides,Radiola
Consolida,Delphinium
Delphinium,Delphinium
Nonea,Nonea
Orlaya,Orlaya
Pulmonaria obscura,Pulmonaria
Alkanna,Alkanna
Gentiana purpurea-type,Gentiana
Globularia,Globularia
Gentianella tenella-type,Gentianella
Rubus fruticosus-type,Rubus
Vicia faba-type,Vicia
Cistus ladanifer-type,Cistus
Colchicum,Colchicum
Gentiana verna-type,Gentiana
Glyceria,Glyceria
Hordelymus,Hordelymus
Lonicera caerulea,Lonicera
Colchicum autumnale-type,Colchicum
Polygonum oxyspermum,Polygonum
Primula integrifolia-type,Primula
Angelica archangelica-type,Angelica
Angelica palustris-type,Angelica
Apium nodiflorum,Helosciadium
Asphodelus albus,Asphodelus
Carum verticillatum,Trocdaris
Chaerophyllum temulum,Chaerophyllum
Colchicum montanum,Colchicum
Cytisus grandiflorus,Cytisus
Dianthus lusitanus-type,Dianthus
Fraxinus angustifolia,Fraxinus
Fritillaria lusitanica,Fritillaria
Gagea nevadensis,Gagea
Gentiana lutea/G. pneumonanthe,Gentiana
Laserpitium,Laserpitium
Lythrum undiff.,Lythrum
Minuartia recurva,Minuartia
Narcissus bulbocodium,Narcissus
Paronychia polygonifolia-type,Paronychia
Pedicularis sylvatica,Pedicularis
Physospermum cornubiense,Physospermum
Pimpinella anisum,Pimpinella
Pimpinella saxifraga-type,Pimpinella
Plantago coronopus sensu stricto,Plantago
Plantago subulata-type,Plantago
Sanguisorba officinalis-type,Sanguisorba
Selinum carvifolia,Selinum
Seseli libanotis-type,Seseli
Silaum silaus-type,Silaum
Silene ciliata-type,Silene
Silene foetida-type,Silene
Torilis arvensis-type,Torilis
Trinia glauca-type,Trinia
Hedysarum cf. H. hedysaroides,Hedysarum
Vaccinium myrtillus,Vaccinium
Centaurea stoebe,Centaurea
Juglandaceae,Juglandaceae
Matthiola,Matthiola
Trifolium arvense,Trifolium
Valeriana tripteris,Valeriana
Empetrum hermaphroditum,Empetrum
Erica cinerea,Erica
Faboideae undiff.,Faboidea
Geum cf. G. rivale,Geum
Geum cf. G. urbanum,Geum
Lotus cf. L. corniculatus,Lotus
Lotus pedunculatus-type,Lotus
Saxifraga cf. S. cespitosa,Saxifraga
Ranunculus sceleratus/R. repens,Ranunculus
Silene nutans,Silene
Swertia,Swertia
Teucrium chamaedrys,Teucrium
Lycopus europaeus,Lycopus
Oleaceae undiff.,Oleaceae
Conium maculatum-type,Conium
Pimpinella saxifraga,Pimpinella
Viscum album sensu lato,Viscum
Abies undiff.,Abies
Centaurium pulchellum,Centaurium
Chaerophyllum hirsutum,Chaerophyllum
Gratiola officinalis,Gratiola
Onobrychis viciifolia,Onobrychis
Torilis,Torilis
Aethusa cynapium-type,Aethusa
Carum,Carum
Caucalis platycarpos,Caucalis
Centaurium pulchellum-type,Centaurium
Foeniculum vulgare,Foeniculum
Meum athamanticum-type,Meum
Monotropa hypopitys,Hypopitys
Peucedanum palustre-type,Peucedanum
Pleurospermum austriacum-type,Pleurospermum
Ruta graveolens,Ruta
Sambucus undiff.,Sambucus
Scrophulariaceae pro parte,Scrophulariaceae
Torilis japonica-type,Torilis
Aphanes,Aphanes
Astrantia major-type,Astrantia
Ballota,Ballota
Campanula trachelium-type,Campanula
Datura stramonium,Datura
Descurainia sophia,Descurainia
Kickxia,Kickxia
Microrrhinum minus,Chaenorhinum
Pisum sativum,Lathyrus
Ephedra strobilacea-type,Ephedra
Apium inundatum-type,Apium
Corydalis pumila-type,Corydalis
Eryngium campestre-type,Eryngium
Ornithogalum umbellatum-type,Ornithogalum
Pedicularis verticillata-type,Pedicularis
Teucrium chamaedrys-type,Teucrium
Turgenia latifolia-type,Turgenia
Viola tricolor-type,Viola
Berula erecta-type,Berula
Lythrum portula-type,Lythrum
Agrimonia eupatoria-type,Agrimonia
Aphanes arvensis-type,Aphanes
Ballota group,Ballota
Descurainia sophia-type,Descurainia
Eupatorium cannabinum-type,Eupatorium
Geranium pratense-type,Geranium
Impatiens noli-tangere,Impatiens
Liriodendron tulipifera,Liriodendron
Lonicera periclymenum-type,Lonicera
Mercurialis undiff.,Mercurialis
Narcissus poeticus-type,Narcissus
Sagina nodosa group,Sagina
Silene viscaria,Viscaria
Mercurialis annua-type,Mercurialis
Alchemilla cf. A. glabra,Alchemilla
Gentiana nivalis-type,Gentiana
Helianthemum cf. H. canum,Helianthemum
Oxyria digyna-type,Oxyria
Penthorum sedoides,Penthorum
Vicia cf. V. cracca,Vicia
Betula sect. Apterocaryon,Betula
Betula sect. Betula,Betula
Bromus,Bromus
Plantago maritima/P. alpina,Plantago
Polemonium boreale,Polemonium
Trifolium striatum-type,Trifolium
Loranthaceae,Loranthaceae
Bupleurum ranunculoides,Bupleurum
Pulmonaria officinalis,Pulmonaria
Thymus,Thymus
Cannabaceae sensu stricto,Cannabaceae
Erica cf. E. tetralix,Erica
Persicaria cf. P. maculosa,Persicaria
Elymus,Elymus
Centaurea depressa-type,Centaurea
Artemisia campestris-type,Artemisia
Artemisia undiff.,Artemisia
Droseraceae,Droseraceae
Rubus idaeus-type,Rubus
Polemoniaceae,Polemoniaceae
Hypericum calycinum-type,Hypericum
Sedum acre,Sedum
Rosaceae (trees) undiff.,Rosaceae
Viburnum cf. V. opulus,Viburnum
Fallopia cf. F. convolvulus,Fallopia
Micranthes nivalis/M. tenuis,Micranthes
Rubus cf. R. saxatilis,Rubus
Quercus (evergreen),Quercus
Polygonum aviculare/Bistorta officinalis,Polygonum
Pistacia terebinthus,Pistacia
Polygonoideae pro parte,Calligonum
Adonis aestivalis-type,Adonis
Alchemilla group,Alchemilla
Anemone coronaria,Anemone
Arum,Arum
Ceratonia siliqua,Ceratonia
Genista group,Genista
Liliaceae sensu lato,Liliaceae
Lomelosia argentea-type,Lomelosia
Platanus orientalis,Platanus
Polycnemum,Polycnemum
Ranunculus lanuginosus-type,Ranunculus
Rhinanthus group,Rhinanthus
Sorbus group,Sorbus
Corrigiola litoralis-type,Corrigiola
Echium vulgare-type,Echium
Erica australis-type,Erica
Erica umbellata-type,Erica
Erica undiff.,Erica
Geranium molle-type,Geranium
Hypecoum,Hypecoum
Illecebrum verticillatum-type,Illecebrum
Montia fontana-type,Montia
Trollius europaeus-type,Trollius
Aconitum napellus-type,Aconitum
Arenaria serpyllifolia-type,Arenaria
Blackstonia perfoliata-type,Blackstonia
Circaea lutetiana-type,Circaea
Corrigiola telephiifolia-type,Corrigiola
Daucus carota-type,Daucus
Dipsacus fullonum-type,Dipsacus
Erodium cicutarium-type,Erodium
Filipendula vulgaris-type,Filipendula
Hedera helix-type,Hedera
Humulus lupulus-type,Humulus
Ligustrum vulgare-type,Ligustrum
Limonium humile-type,Limonium
Moehringia trinervia-type,Moehringia
Phillyrea angustifolia-type,Phillyrea
Pinguicula vulgaris-type,Pinguicula
Sagina procumbens-type,Sagina
Viburnum lantana-type,Viburnum
Crocus vernus,Crocus
Heliotropium,Heliotropium
Smyrnium,Smyrnium
Ranunculus glacialis-type,Ranunculus
Silene cf. S. acaulis,Silene
Aconitum lycoctonum subsp. septentrionale,Aconitum
Polygonum oxyspermum-type,Polygonum
Secale (primitive),Secale
Triticum spelta-type,Triticum
Poaceae (>40 µm),Poaceae
Crassula,Crassula
Gentiana punctata,Gentiana
Geum rivale,Geum
Ericaceae cf. Cassiope,Ericaceae
Artemisia norvegica-type,Artemisia
Poaceae (annulus 8-10 µm),Poaceae
Saxifraga cernua/S. rivularis,Saxifraga
Cornus undiff.,Cornus
Corydalis cava-type,Corydalis
Lavandula,Lavandula
Blackstonia,Blackstonia
Erica ciliaris,Erica
Cardamine,Cardamine
Chamaerops,Chamaerops
Ephedra cf. E. fragilis,Ephedra
Ephedra undiff.,Ephedra
Falcaria,Falcaria
Pinus halepensis,Pinus
Radiola,Radiola
Smilax,Smilax
Thymelaea,Thymelaea
Ziziphus,Ziziphus
Corrigiola litoralis,Corrigiola
Cyclamen purpurascens,Cyclamen
Adenostyles alliariae,Adenostyles
Anemone nemorosa group,Anemone
Anthemis arvensis-type,Anthemis
Gypsophila repens,Gypsophila
Petasites hybridus-type,Petasites
Primula clusiana-type,Primula
Ranunculus acris/R. flammula/R. sceleratus group,Ranunculus
Androsace elongata-type,Androsace
Ribes uva-crispa,Ribes
Tripolium pannonicum subsp. tripolium-type,Tripolium
Triticum undiff.,Triticum
Orthilia secunda,Orthilia
Taraxacum officinale,Taraxacum
"Caryophyllaceae (periporate, excluding Paronychioideae)",Caryophyllaceae
Juniperus communis-type,Juniperus
Cannabis sativa-type,Cannabis
"Poaceae (Cerealia, 37-40 µm)",Poaceae
"Poaceae (Cerealia, 40-50 µm)",Poaceae
"Poaceae (Cerealia, >50 µm)",Poaceae
Vicia faba,Vicia
Festuca,Festuca
Rosaceae (herbs) undiff.,Rosaceae
Quercus faginea-type,Quercus
Scilla,Scilla
Filago,Filago
Ricinus communis,Ricinus
Spartium junceum,Spartium
Moraceae,Moraceae
Plantago cf. P. lanceolata,Plantago
Rubus chamaemorus-type,Rubus
Cistus undiff.,Cistus
Quercus ilex/Q. coccifera-type,Quercus
Rubiaceae cf. Galium,Rubiaceae
Valeriana undiff.,Valeriana
Vitex agnus-castus,Vitex
Ephedra major-type,Ephedra
Roemeria,Roemeria
Ruta,Ruta
Crocus,Crocus
Nerium,Nerium
Ephedra major subsp. major,Ephedra
Pinus nigra-type,Pinus
Lygeum,Lygeum
Myrtaceae,Myrtaceae
Balsaminaceae,Balsaminaceae
Cotoneaster,Cotoneaster
Ficaria,Ficaria
Helianthemum marifolium,Helianthemum
Hyoscyamus,Hyoscyamus
Lotus undiff.,Lotus
Malvaceae undiff.,Malvaceae
Phacelia,Phacelia
Poaceae (>37 µm),Poaceae
Primula elatior-type,Primula
Sagina apetala-type,Sagina
Saponaria,Saponaria
Scrophularia nodosa-type,Scrophularia
Viola odorata-type,Viola
Alchemilla pentaphyllea,Alchemilla
Hypericum elodes-type,Hypericum
Lupinus,Lupinus
Ailanthus altissima,Ailanthus
Angelica archangelica,Angelica
Anthericum liliago,Anthericum
Anthriscus cerefolium,Anthriscus
Arctium lappa-type,Arctium
Campanula rapunculoides,Campanula
Cicer arietinum,Cicer
Colchicum autumnale,Colchicum
Geranium molle group,Geranium
Geranium pratense group,Geranium
Hyoscyamus niger,Hyoscyamus
Larix decidua-type,Larix
Magnoliaceae,Magnoliaceae
Medicago lupulina-type,Medicago
Medicago sativa-type,Medicago
Polygala comosa-type,Polygala
Polygonatum odoratum-type,Polygonatum
Rubus undiff.,Rubus
Salvia pratensis-type,Salvia
Vicia hirsuta/V. tetrasperma,Vicia
Lysimachia nemorum-type,Lysimachia
Caprifoliaceae undiff.,Caprifoliaceae
Asteraceae undiff. (type 2),Asteraceae
Asteraceae (echinate),Asteraceae
Cedrus atlantica,Cedrus
Cupressus,Cupressus
Daphne gnidium,Daphne
Quercus canariensis/Q. pyrenaica,Quercus
Quercus ilex/Q. coccifera,Quercus
Pinguicula cf. P. vulgaris,Pinguicula
Scleranthus cf. S. perennis,Scleranthus
Asperula,Asperula
Centaurium erythraea,Centaurium
Fumaria officinalis,Fumaria
Theligonum,Theligonum
Taraxacum,Taraxacum
Alnus subg. Alnobetula,Alnus
Carpinus betulus-type,Carpinus
Aristolochia,Aristolochia
Orobanchaceae,Orobanchaceae
Quercus faginea,Quercus
Anagallis arvensis-type,Lysimachia
Cichorium intybus-type,Cichorium
Poaceae (annulus 10-12 µm),Poaceae
Cornus suecica-type,Cornus
Malus sylvestris,Malus
Poterium sanguisorba subsp. sanguisorba,Poterium
Narcissus,Narcissus
Cistaceae undiff.,Cistaceae
Amaranthaceae (broken),Amaranthaceae
Amaranthaceae (crumpled),Amaranthaceae
Asteraceae undiff. (broken),Asteraceae
Asteraceae undiff. (crumpled),Asteraceae
Cedrus (broken),Cedrus
Cedrus (crumpled),Cedrus
Cedrus (degraded),Cedrus
Cyperaceae (broken),Cyperaceae
Cyperaceae (corroded),Cyperaceae
Cyperaceae (crumpled),Cyperaceae
Cyperaceae (degraded),Cyperaceae
Fraxinus ornus-type,Fraxinus
Oleaceae (broken),Oleaceae
Oleaceae (crumpled),Oleaceae
Oleaceae (obscured),Oleaceae
Pinaceae (broken),Pinaceae
Pinaceae (corroded),Pinaceae
Pinaceae (crumpled),Pinaceae
Pinaceae (degraded),Pinaceae
Pinaceae (obscured),Pinaceae
Pinus (broken),Pinus
Pinus (corroded),Pinus
Pinus (crumpled),Pinus
Pinus (degraded),Pinus
Pinus (fragmented),Pinus
Poaceae (broken),Poaceae
"Poaceae (Cerealia-type, broken)",Poaceae
"Poaceae (Cerealia-type, corroded)",Poaceae
"Poaceae (Cerealia-type, crumpled)",Poaceae
Poaceae (corroded),Poaceae
Poaceae (crumpled),Poaceae
Poaceae (degraded),Poaceae
Quercus coccifera-type,Quercus
Quercus coccifera-type (broken),Quercus
Quercus coccifera-type: corroded,Quercus
Quercus coccifera-type (crumpled),Quercus
Quercus undiff. (broken),Quercus
Quercus undiff. (corroded),Quercus
Quercus undiff. (crumpled),Quercus
Quercus undiff. (degraded),Quercus
Quercus undiff. (obscured),Quercus
Anagallis tenella-type,Lysimachia
Arnoseris,Arnoseris
Cicendia filiformis,Cicendia
Cistus monspeliensis-type,Cistus
Erica scoparia-type,Erica
Frankenia,Frankenia
Fumaria officinalis-type,Fumaria
Gynandriris sisyrinchium,Moraea
Halimium halimifolium-type,Halimium
Helianthemum croceum-type,Helianthemum
Tuberaria guttata,Tuberaria
Actaea spicata,Actaea
Aegopodium podagraria,Aegopodium
Anemone pulsatilla-type,Anemone
Anethum graveolens,Anethum
Fragaria,Fragaria
Iris germanica-type,Iris
Legousia,Legousia
Leucojum,Leucojum
Robinia pseudoacacia,Robinia
Vaccaria hispanica,Gypsophila
Viburnum opulus/V. tinus,Viburnum
Carya glabra-type,Carya
Carya tomentosa-type,Carya
Anemone subg. Anemone,Anemone
Artemisia alba-type,Artemisia
Lathyrus linifolius-type,Lathyrus
Potentilla erecta,Potentilla
Centaurea jacea/C. nigra-type,Centaurea
Lamium amplexicaule-type,Lamium
Lamium purpureum var. hybridum-type,Lamium
Polygonum cognatum,Polygonum
Rumex conglomeratus,Rumex
Teucrium pyrenaicum-type,Teucrium
Urtica atrovirens,Urtica
Geranium columbinum-type,Geranium
Geranium pusillum-type,Geranium
Amaryllidaceae,Amaryllidaceae
Cercis,Cercis
Chenopodium sp.,Chenopodium
Convolvulus undiff.,Convolvulus
Cyclamen,Cyclamen
Dracunculus,Dracunculus
Gentiana undiff.,Gentiana
Mesembryanthemum,Mesembryanthemum
Oenothera,Oenothera
Paeonia,Paeonia
Plantago lanceolata/P. lagopus,Plantago
Prunus sp.,Prunus
Punica granatum,Punica
Rumex subg. Emex,Rumex
Sarcopoterium spinosum/Poterium sanguisorba,Sarcopoterium
Senecio sp.,Senecio
Styrax,Styrax
Urtica pilulifera-type,Urtica
Arnoseris minima,Arnoseris
Caryophyllaceae (porate),Caryophyllaceae
Conopodium majus,Conopodium
Artemisia sp.,Artemisia
Capsella,Capsella
Gentianella sp.,Gentianella
Ranunculus glacialis,Ranunculus
Sonchus,Sonchus
Primula scandinavica-type,Primula
Sorbus cf. S. aucuparia,Sorbus
Linnaea,Linnaea
Rumex sp.,Rumex
Avena sativa,Avena
Linum bienne-type,Linum
Sorbus sp.,Sorbus
Thalictrum flavum,Thalictrum
Triticum aestivum,Triticum
Vaccinium sp.,Vaccinium
Plantago cf. P. major,Plantago
Vaccinium uliginosum,Vaccinium
Vaccinium vitis-idaea,Vaccinium
Apiaceae cf. Pleurospermum,Apiaceae
Ericaceae cf. Vaccinium,Ericaceae
Rosaceae cf. Prunus,Rosaceae
Rosaceae cf. Sorbus,Rosaceae
Dipsacaceae undiff.,Dipsacaceae
Hordeum group,Hordeum
Atriplex sp.,Atriplex
Centaurea sp.,Centaurea
Chrysosplenium alternifolium,Chrysosplenium
Helianthemum sp.,Helianthemum
Krascheninnikovia ceratoides,Krascheninnikovia
Salsola sp.,Salsola
Thalictrum sp.,Thalictrum
Medicago lupulina,Medicago
Trifolium montanum-type,Trifolium
Pinus cembroides,Pinus
Angelica,Angelica
Dictamnus albus,Dictamnus
Pinus (haplostellate),Pinus
Sanicula,Sanicula
Tussilago,Tussilago
Kalmia,Kalmia
Minuartia,Minuartia
Pinus strobus-type,Pinus
Pyrus,Pyrus
Kalmia procumbens,Kalmia
Fragaria vesca,Fragaria
Pinus mugo,Pinus
Pinus nigra,Pinus
Ajuga,Ajuga
Lotus sp.,Lotus
Melilotus,Melilotus
Sambucus racemosa-type,Sambucus
Morus nigra,Morus
Centaurea aspera-type,Centaurea
Cirsium cf. C. palustre,Cirsium
Cyanus triumfettii,Centaurea
Liliales,undiff
Pinus mugo/P. sylvestris,Pinus
Plantago maritima subsp. serpentina,Plantago
Polycarpon tetraphyllum,Polycarpon
Ranunculus fluitans-type,Ranunculus
Sesamoides,Sesamoides
Solanum dulcamara/Sedum,Solanum
Thalictrum minus,Thalictrum
Valeriana tuberosa,Valeriana
Aconitum group,Aconitum
Anemone pulsatilla,Pulsatilla
Anemone pulsatilla group,Pulsatilla
Consolida ambigua-type,Delphinium
Frangula alnus-type,Frangula
Gratiola,Gratiola
Limonium vulgare (type A),Limonium
Ribes rubrum-type,Ribes
Sison amomum-type,Sison
Solanum dulcamara-type,Solanum
Empetrum nigrum-type,Empetrum
Prunella vulgaris-type,Prunella
Amaranthaceae (small),Amaranthaceae
Apiaceae (apiculate),Apiaceae
Apiaceae (large),Apiaceae
Apiaceae (medium),Apiaceae
Apiaceae (small),Apiaceae
Caryophyllaceae (large),Caryophyllaceae
Caryophyllaceae (small),Caryophyllaceae
Pinus (large),Pinus
Pinus (small),Pinus
Poaceae (small),Poaceae
Quercus rotundifolia,Quercus
Symphoricarpos,Symphoricarpos
Lotus maritimus,Lotus
Trifolium pannonicum,Trifolium
"Poaceae (Cerealia-type, indeterminable)",Poaceae
