taxon_name,Pollen_type
Equisetum,Equisetum
Equisetaceae,Equisetum
Anthoceros/Phaeoceros,Anthoceros/Phaeoceros
Anthoceros,Anthoceros/Phaeoceros
Anthocerothales,Anthoceros/Phaeoceros
Anthocerotaceae,Anthoceros/Phaeoceros
Anthocerotales (type 1),Anthoceros/Phaeoceros
Anthocerotales (type 2),Anthoceros/Phaeoceros
Anthocerotales (type 3),Anthoceros/Phaeoceros
Anthoceros crispulus,Anthoceros crispulus
Anthoceros punctatus,Anthoceros punctatus-type
Anthoceros punctatus-type,Anthoceros punctatus-type
Anthoceros laevis-type,Phaeoceros laevis-type
Anthoceros laevis,Phaeoceros laevis-type
Phaeoceros laevis,Phaeoceros laevis-type
Phaeoceros,Phaeoceros laevis-type
Phaeoceros laevis-type,Phaeoceros laevis-type
Anogramma leptophylla,Anogramma leptophylla
Anogramma,Anogramma leptophylla
Cheilanthes,Cheilanthes
Cheilanthes-type,Cheilanthes
Cosentinia,Cheilanthes
Cryptogramma crispa,Cryptogramma crispa
Cryptogramma,Cryptogramma crispa
Hymenophyllum,Hymenophyllum
Hymenophyllum wilsonii,Hymenophyllum wilsonii
Hymenophyllum tunbrigense,Hymenophyllum tunbrigense
Hymenophyllum flabellatum,Hymenophyllum flabellatum
Huperzia selago,Huperzia selago
Huperzia selago subsp. arctica,Huperzia selago
Huperzia arctica,Huperzia selago
Lycopodium selago,Huperzia selago
Huperzia,Huperzia selago
Huperzia selago-type,Huperzia selago
Lycopodium appressum,Huperzia selago
Huperzia selago subsp. arctica-type,Huperzia selago
Huperzia selago subsp. selago,Huperzia selago
Huperzia undifferentiated,Huperzia selago
Huperzia petrovii,Huperzia selago
Huperzia serrata,Huperzia serrata
Lycopodiaceae,Lycopodiaceae
Lycopodiaceae undifferentiated,Lycopodiaceae
Lycopodium-type,Lycopodiaceae
Lycopodium cf. L. selago,Lycopodiaceae
Lycopodiaceae sp.,Lycopodiaceae
Lycopodium,Lycopodium
Lycopodium cf. L. clavatum (tetrad),Lycopodium
Lycopodium undifferentiated,Lycopodium
Lycopodium cf. L. annotinum,Lycopodium
Lycopodium annotinum/Diphasium complanatum,Lycopodium
Lycopodium cf. L. complanatum,Lycopodium
Lycopodium indeterminata,Lycopodium
Lycopodium sp.,Lycopodium
Lycopodium cf. L. clavatum,Lycopodium
Lycopodium cf. L. alpinum,Lycopodium
Lycopodium clavatum,Lycopodium clavatum
Diphasium alpinum,Lycopodium clavatum-type
Diphasium cf. D. alpinum,Lycopodium clavatum-type
Diphasium complanatum-type,Lycopodium clavatum-type
Diphasium alpinum-type,Lycopodium clavatum-type
Lycopodium clavatum-type,Lycopodium clavatum-type
Diphasium complanatum,Lycopodium clavatum-type
Diphasium alpinum/D. complanatum,Lycopodium clavatum-type
Diphasium,Lycopodium clavatum-type
Diphasium-type,Lycopodium clavatum-type
Diphasium tristachyum,Lycopodium clavatum-type
Diphasium complanatum/D. tristachyum,Lycopodium clavatum-type
Diphasiastrum tristachyum,Lycopodium clavatum-type
Lycopodium clavatum/Diphasium,Lycopodium clavatum-type
Diphasiastrum alpinum,Lycopodium clavatum-type
Diphasiastrum,Lycopodium clavatum-type
Lycopodium alpinum-type,Lycopodium clavatum-type
Lycopodium alpinum,Lycopodium clavatum-type
Lycopodium alpinum/complanatum,Lycopodium clavatum-type
Lycopodium complanatum,Lycopodium clavatum-type
Diphasiastrum complanatum-type,Lycopodium clavatum-type
Diphasiastrum complanatum,Lycopodium clavatum-type
Diphasiastrum-type,Lycopodium clavatum-type
Diphasiastrum alpinum-type,Lycopodium clavatum-type
Lycopodium complanatum-type,Lycopodium clavatum-type
Diphasiastrum undifferentiated,Lycopodium clavatum-type
Lycopodium annotinum,Lycopodium annotinum-type
Lycopodium annotinum-type,Lycopodium annotinum-type
Lycopodium dubium,Lycopodium annotinum-type
Lycopodium pungens,Lycopodium annotinum-type
Lycopodium annotinum subsp. alpestre,Lycopodium annotinum-type
Lycopodium annotinum subsp. annotinum,Lycopodium annotinum-type
Lepidotis inundata,Lycopodiella inundata
Lycopodiella inundata,Lycopodiella inundata
Lycopodiella,Lycopodiella inundata
Lycopodium inundatum,Lycopodiella inundata
Lycopodium inundatum-type,Lycopodiella inundata
Lycopodium obscurum,Lycopodium obscurum
Lycopodium lagopus,Lycopodium lagopus
Clavatum-type/Diphasium,Lycopodium clavatum-type
Lycopodium juniperoideum,Lycopodium juniperoideum
Pilularia,Pilularia
Pilularia globulifera,Pilularia
Pteridium,Pteridium aquilinum
Pteridium aquilinum,Pteridium aquilinum
Pteridium-type,Pteridium aquilinum
Pteridium aquilinum-type,Pteridium aquilinum
Pteridium undifferentiated,Pteridium aquilinum
Selaginella,Selaginella
Selaginellaceae,Selaginella
Selaginella undifferentiated,Selaginella
Selaginella selaginoides,Selaginella selaginoides
Selaginella selaginoides-type,Selaginella selaginoides
Selaginella helvetica,Selaginella helvetica-type
Selaginella helvetica-type,Selaginella helvetica-type
Selaginella denticulata-type,Selaginella helvetica-type
Selaginella denticulata,Selaginella helvetica-type
Selaginella cf. denticula,Selaginella helvetica-type
Selaginella sibirica,Selaginella sibirica
Selaginella rupestris,Selaginella rupestris
Selaginella apoda,Selaginella apoda
Selaginella sanguinolenta,Selaginella sanguinolenta
Selaginella borealis,Selaginella borealis
Bryophyte spores,Bryophyte spores
Bryophyte spores undifferentiated,Bryophyte spores
Bryales,Bryophyte spores
Bryidae,Bryophyte spores
Bryophytes,Bryophyte spores
Bryales undifferentiated,Bryophyte spores
Bryophytes undifferentiated,Bryophyte spores
Sphagnum,Sphagnum
Sphagnales,Sphagnum
Sphagnum-type,Sphagnum
Encalypta rhabdocarpa,Encalypta rhabdocarpa
Hedwigia,Hedwigia
Encalypta,Encalypta
Philonotis,Philonotis
Polytrichum,Polytrichum
Dicranum,Dicranum
Hypnum,Hypnum
Acaulon-type,Acaulon-type
Encalypta-type,Encalypta-type
Meesia,Meesia
Trachyphyllum,Trachyphyllum
Dicranaceae,Dicranaceae
Filicopsida trilete undifferentiated,Trilete spore(s)
Pteridophyta trilete undifferentiated,Trilete spore(s)
Trilete spore(s) undifferentiated,Trilete spore(s)
Trilete spore(s),Trilete spore(s)
cf. Huperzia selago,Trilete spore(s)
cf. Pteridium,Trilete spore(s)
cf. Lycopodium clavatum,Trilete spore(s)
cf. Lycopodium,Trilete spore(s)
cf. Lepidotis inundata,Trilete spore(s)
cf. Cryptogramma crispa,Trilete spore(s)
cf. Osmunda,Trilete spore(s)
cf. Ophioglossum vulgatum,Trilete spore(s)
cf. Adiantum,Trilete spore(s)
cf. Lycopodiella inundatum,Trilete spore(s)
cf. Diphasiastrum-type,Trilete spore(s)
Trilete spore sculptured,Trilete spore(s)
Trilete spores (roughly verrucate),Trilete spore(s)
Trilete spores (smoothly verrucate),Trilete spore(s)
Pteridaceae,Trilete spore(s)
Trilete fern spores,Trilete spore(s)
Trilete psilate,Trilete spore(s)
Trilete spores (verrucate),Trilete spore(s)
Filicales triletes,Trilete spore(s)
Filicales triletes undifferentiated,Trilete spore(s)
Trilete non-psilate,Trilete spore(s)
Trilete indeterminata,Trilete spore(s)
Trilete ornamented,Trilete spore(s)
Pteris,Pteris
Pteris cretica,Pteris cretica
Salvinia,Salvinia
Salvinia natans,Salvinia
Massulae salvinia,Salvinia
Azolla/Salvinia,Azolla/Salvinia
Salvinia-type,Azolla/Salvinia
Salviniaceae,Azolla/Salvinia
Salvinia/Azolla: massulae,Azolla/Salvinia
Azolla/Salvinia spore(s),Azolla/Salvinia
Azolla,Azolla
Azolla nilotica,Azolla nilotica
Azolla filiculoides: glochidia,Azolla filiculoides
Azolla filiculoides,Azolla filiculoides
Azolla filiculoides: massulae,Azolla filiculoides
Azolla: microspores,Azolla filiculoides
Azolla filiculoides: spores,Azolla filiculoides
Botrychium,Botrychium
Botrychium-type,Botrychium
Botrychium undifferentiated,Botrychium
Botrychium cf. lunaria,Botrychium
Botrychium boreale-type,Botrychium boreale-type
Botrychium virginianum,Botrychium boreale-type
Botrychium boreale,Botrychium boreale-type
Botrychium simplex,Botrychium boreale-type
Botrychium lunaria,Botrychium lunaria-type
Botrychium lunaria-type,Botrychium lunaria-type
Botrychium multifidum,Botrychium lunaria-type
Botrychium biternatum,Botrychium biternatum
Ophioglossum,Ophioglossum
Ophioglossum cf. O. polyphyllum,Ophioglossum
Ophioglossum vulgatum,Ophioglossum vulgatum
Ophioglossum vulgatum-type,Ophioglossum vulgatum
Ophioglossum lusitanicum-type,Ophioglossum lusitanicum-type
Ophioglossum lusitanicum,Ophioglossum lusitanicum-type
Ophioglossaceae,Ophioglossaceae
Marsilea,Marsilea
Marsileaceae,Marsileaceae
Adiantum,Adiantum capillus-veneris
Adiantum capillus-veneris,Adiantum capillus-veneris
Pellaea-type,Pellaea-type
Riccia-type,Riccia
Riccia,Riccia
Riccia lamellosa-type,Riccia
Riccia cf. sorocarpa,Riccia
Riccia sp.,Riccia
Fossombronia,Fossombronia
Riccardia pinguis-type,Riccardia pinguis-type
Hepaticeae,Hepaticae
Hepaticae,Hepaticae
Hepaticae undifferentiated,Hepaticae
Osmunda regalis,Osmunda regalis
Osmunda regalis-type,Osmunda regalis
Osmunda,Osmunda regalis
Osmunda cinnamomea,Osmunda cinnamomea
Osmunda regalis/Osmundastrum claytonianum,Osmunda regalis/Osmundastrum claytonianum
Osmunda undifferentiated,Osmunda-type
Osmundaceae,Osmunda-type
Osmunda-type,Osmunda-type
Osmunda claytoniana,Osmunda claytoniana
Asplenium-type,Asplenium-type
Asplenium,Asplenium-type
Phyllitis,Asplenium-type
Asplenium viride,Asplenium-type
Phyllitis scolopendrium-type,Asplenium-type
Ceterach officinarum,Asplenium-type
Asplenium-type undifferentiated,Asplenium-type
Asplenium trichomanes,Asplenium-type
Asplenium ruta-muraria,Asplenium-type
Scolopendrium,Asplenium-type
Athyrium filix-femina,Athyrium filix-femina
Athyrium,Athyrium filix-femina
Athyrium-type,Athyrium filix-femina
Blechnum spicant,Blechnum spicant
Blechnum,Blechnum spicant
Dryopteris dilatata,Dryopteris dilatata
Dryopteris dilatata-type,Dryopteris dilatata
Dryopteris austriaca,Dryopteris dilatata
Dryopteris filix-mas,Dryopteris filix-mas-type
Dryopteris filix-mas-type,Dryopteris filix-mas-type
Dryopteris filix-mas s.s.,Dryopteris filix-mas-type
Dryopteris oreopteris,Dryopteris filix-mas-type
Dryopteris,Dryopteris-type
Dryopteris-type,Dryopteris-type
Matteuccia-type,Dryopteris-type
Lastrea-type,Dryopteris-type
Dryopteris undifferentiated,Dryopteris-type
Gymnocarpium,Gymnocarpium dryopteris
Gymnocarpium dryopteris,Gymnocarpium dryopteris
Gymnocarpium dryopteris-type,Gymnocarpium dryopteris
Dryopteris linnaeana,Gymnocarpium dryopteris
Phegopteris dryopteris,Gymnocarpium dryopteris
Thelypteris palustris,Thelypteris palustris
Thelypteris palustris-type,Thelypteris palustris
Thelypteris-type,Thelypteris palustris
Thelypteris,Thelypteris palustris
Dryopteris thelypteris,Thelypteris palustris
Woodsia-type,Woodsia-type
Athyrium distentifolium-type,Woodsia-type
Athyrium alpestre-type,Woodsia-type
Athyrium/Woodsia,Woodsia-type
Athyrium distentifolium,Woodsia-type
Woodsia undifferentiated,Woodsia-type
Woodsia ilvensis,Woodsia-type
Woodsia,Woodsia-type
Athyrium alpestre,Woodsia-type
Cystopteris fragilis,Cystopteris fragilis
Cystopteris fragilis-type,Cystopteris fragilis
Cystopteris-type,Cystopteris
Cystopteris undifferentiated,Cystopteris
Cystopteris,Cystopteris
Cystopteris indeterminata,Cystopteris
Rhizomatopteris sudetica,Cystopteris montana-type
Cystopteris montana-type,Cystopteris montana-type
Polystichum-type,Polystichum
Polystichum,Polystichum
Polystichum lonchitis,Polystichum
Dryopteris carthusiana-type,Dryopteris cristata-type
Dryopteris carthusiana,Dryopteris cristata-type
Dryopteris cristata-type,Dryopteris cristata-type
Dryopteris cristata,Dryopteris cristata-type
Dryopteris spinulosa,Dryopteris cristata-type
Dryopteris fragrans,Dryopteris fragrans
Dryopteris crassirhizoma,Dryopteris crassirhizoma
Leucostegia immersa,Leucostegia immersa
Matteuccia,Matteuccia struthiopteris
Matteuccia struthiopteris,Matteuccia struthiopteris
Grammitis,Grammitis
Thelypteris phegopteris,Phegopteris
Lastrea phegopteris,Phegopteris
Phegopteris,Phegopteris
Isoetes,Isoetes
Isoetes (type A),Isoetes
Isoetes cf. Lacustris,Isoetes
Isoetes undifferentiated,Isoetes
Isoete spore(s),Isoetes
Isoetes lacustris,Isoetes lacustris
Isoetes setacea,Isoetes echinospora
Isoetes echinospora,Isoetes echinospora
Polypodium,Polypodium
Polypodium vulgare,Polypodium
Polypodium vulgare-type,Polypodium
Polypodium-type,Polypodium
Polypodium undifferentiated,Polypodium
Polypodium australe,Polypodium
Polypodium sibiricum,Polypodium
cf. Cystopteris,Monolete fern spores
Filicopsida,Monolete fern spores
Filicopsida monolete undifferentiated,Monolete fern spores
Filicopsida undifferentiated,Monolete fern spores
Pteridophyta monolete undifferentiated,Monolete fern spores
Pteridophyta undifferentiated,Monolete fern spores
cf. Thelypteris palustris,Monolete fern spores
cf. Athyrium,Monolete fern spores
cf. Dryopteris felix-mas,Monolete fern spores
Monolete spore(s),Monolete fern spores
Monolete spore(s) undifferentiated,Monolete fern spores
Polypodiaceae undifferentiated,Monolete fern spores
Polypodiaceae,Monolete fern spores
Polypodiaceae-type,Monolete fern spores
Polypodiaceae/Aspidiaceae undifferentiated,Monolete fern spores
Monolete psilate,Monolete fern spores
Monolete verrucate,Monolete fern spores
Monolete spore sculptured,Monolete fern spores
cf. Polypodium,Monolete fern spores
cf. Dryopteris,Monolete fern spores
Polypodiaceae s.l. undifferentiated,Monolete fern spores
Pteridophyta spores,Monolete fern spores
Filicinae,Monolete fern spores
Dryopteris filix-femina,Monolete fern spores
Monolete fern spores,Monolete fern spores
Filicales monoletes,Monolete fern spores
Pteropsida undifferentiated,Monolete fern spores
Dryopteris cf. D. cristata,Monolete fern spores
Filicales,Monolete fern spores
Polypodiaceae p.p.,Monolete fern spores
Filicinae indeterminata,Monolete fern spores
Filicales monoletes undifferentiated,Monolete fern spores
Pteropsida monolete indeterminata,Monolete fern spores
Athyrium filix-mas,Monolete fern spores
Thelypteridaceae,Monolete fern spores
Filicales undifferentiated,Monolete fern spores
Monolete non-psilate,Monolete fern spores
Polypodiales,Monolete fern spores
Pteridophyta monolete with perine,Monolete fern spores
cf. Dryopteris thelypteris,Monolete fern spores
Pteropsida,Monolete fern spores
Monolete ornamented,Monolete fern spores
Fern spore indeterminata,Monolete fern spores
Polypodiophyta,Monolete fern spores
Polypodiophyta undifferentiated,Monolete fern spores
Acacia,Acacia
Aldrovanda vesiculosa,Aldrovanda vesiculosa
Drosera,Drosera
Drosera cf. D. rotundifolia,Drosera
Droseraceae,Drosera
Drosera cf. D. intermedia,Drosera
Drosera undifferentiated,Drosera
Drosera-type,Drosera
Drosera intermedia,Drosera intermedia
Drosera intermedia-type,Drosera intermedia
Drosera rotundifolia-type,Drosera rotundifolia-type
Drosera rotundifolia,Drosera rotundifolia-type
Drosera rotundifolia/D. anglica,Drosera rotundifolia-type
Drosera anglica,Drosera anglica
Arbutus,Arbutus
Arbutus unedo,Arbutus
Calluna vulgaris,Calluna vulgaris
Calluna,Calluna vulgaris
Calluna vulgaris-type,Calluna vulgaris
Calluna-type,Ericales (tetrads)
Chimaphila,Chimaphila
Ericaceae,Ericales (tetrads)
Ericaceae undifferentiated,Ericales (tetrads)
Ericaceae-type,Ericales (tetrads)
Ericaceae/Empetrum,Ericales (tetrads)
Ericales,Ericales (tetrads)
Ericales (tetrads),Ericales (tetrads)
Ericales undifferentiated,Ericales (tetrads)
cf. Calluna,Ericales (tetrads)
cf. Arctostaphylos,Ericales (tetrads)
cf. Andromeda polifolia,Ericales (tetrads)
cf. Erica,Ericales (tetrads)
cf. Arbutus,Ericales (tetrads)
cf. Cassiope,Ericales (tetrads)
cf. Ledum,Ericales (tetrads)
cf. Empetrum,Ericales (tetrads)
Vacciniaceae,Ericales (tetrads)
Ericales indeterminata,Ericales (tetrads)
Ericaceae p.p.,Ericales (tetrads)
Ericaceae s.l.,Ericales (tetrads)
Vacciniaceae/Ericaceae,Ericales (tetrads)
Ericaceae indeterminata,Ericales (tetrads)
cf. Vaccinium,Ericales (tetrads)
Moneses,Moneses
Andromeda polifolia,Andromeda polifolia
Andromeda,Andromeda polifolia
Andromeda-type,Andromeda polifolia
Erica,Erica
Erica cf. E. tetralix,Erica
Erica cinerea/E. tetralix,Erica
Erica cf. E. cinerea,Erica
Erica undifferentiated,Erica
Erica-type,Erica
Erica indeterminata,Erica
Erica cinerea/E. ciliaris,Erica
Erica tetralix-type,Erica tetralix-type
Erica tetralix,Erica tetralix-type
Loiseleuria procumbens,Loiseleuria procumbens
Rhododendron,Rhododendron
Rhododendron lapponicum-type,Rhododendron
Rhododendron ponticum,Rhododendron
Rhododendron-type,Rhododendron
Rhododendron ferrugineum,Rhododendron
Vaccinium,Vaccinium
Vaccinium myrtillus-type,Vaccinium
Vaccinium myrtillus,Vaccinium
Vaccinium oxycoccos,Vaccinium
Vaccinium subgen. Oxycoccus,Vaccinium
Vaccinium uliginosum,Vaccinium
Vaccinium-type,Vaccinium-type
Erica cinerea,Erica cinerea
Erica umbellata,Erica umbellata
Erica umbellata-type,Erica umbellata
Erica arborea-type,Erica arborea-type
Erica lusitanica,Erica arborea-type
Erica arborea,Erica arborea-type
Erica scoparia-type,Erica arborea-type
Erica multiflora-type,Erica arborea-type
Erica scoparia,Erica arborea-type
Cassiope,Erica ciliaris-type
Chamaedaphne calyculata,Erica ciliaris-type
Erica australis,Erica ciliaris-type
Erica australis-type,Erica ciliaris-type
Erica ciliaris-type,Erica ciliaris-type
Erica erigena,Erica ciliaris-type
Pyrola-type,Pyrola-type
Pyrola,Pyrola-type
Pyrolaceae,Pyrola-type
Pyrola minor,Pyrola-type
Pyrola incarnata,Pyrola-type
Arctostaphylos alpinus,Arctostaphylos alpinus
Arctostaphylos uva-ursi,Arctostaphylos uva-ursi
Arctostaphylos uva-ursi-type,Arctostaphylos uva-ursi
Arctostaphylos,Arctostaphylos
Arctostaphylos undifferentiated,Arctostaphylos
Corema album,Corema album
Erica terminalis,Erica terminalis
Empetrum,Empetrum nigrum
Empetrum cf. E. nigrum,Empetrum nigrum
Empetrum nigrum,Empetrum nigrum
Empetrum nigrum ssp. hermaphroditum,Empetrum nigrum
Empetrum nigrum subsp. hermaphroditum,Empetrum nigrum
Empetrum nigrum-type,Empetrum nigrum
Ledum,Ledum palustre
Ledum palustre,Ledum palustre
Empetrum-type,Empetrum/Ledum
Ledum-type,Empetrum/Ledum
Empetraceae,Empetrum/Ledum
Empetrum/Ledum,Empetrum/Ledum
Empetrum/Ledum-type,Empetrum/Ledum
Juncaceae,Juncaceae
Luzula,Juncaceae
Juncus,Juncaceae
Juncus/Luzula,Juncaceae
Listera-type,Listera-type
Listera,Listera-type
Epipactis palustris,Epipactis
Epipactis,Epipactis
Epipactis palustris-type,Epipactis
Listera ovata,Listera ovata
Orchidaceae,Orchidaceae
Periploca,Periploca
Trachomitum,Trachomitum
Typha latifolia,Typha latifolia
Typha latifolia-type,Typha latifolia-type
Typha undifferentiated (tetrad),Typha latifolia-type
Sparganium (tetrad),Typha latifolia-type
Typha minima-type,Typha latifolia-type
Typha cf. T. elephantina,Typha latifolia-type
Typha (tetrad),Typha latifolia-type
Typha minima,Typha minima
Scheuchzeria,Scheuchzeria palustris
Scheuchzeria palustris,Scheuchzeria palustris
Scheuchzeria-type,Scheuchzeria palustris
Abies,Abies
Abies undifferentiated,Abies
Abies alba,Abies
Abies nordmanniana,Abies
Abies sibirica,Abies sibirica
Abies marocana,Abies marocana
Cedrus,Cedrus
Cedrus libani,Cedrus
Cedrus atlantica,Cedrus
Cedrus cf. C. atlantica,Cedrus
Cedrus-type,Cedrus
Picea abies-type,Picea abies-type
Picea,Picea abies-type
Picea abies,Picea abies-type
Picea (half),Picea abies-type
Picea (whole),Picea abies-type
Picea abies subsp. obovata,Picea abies-type
Picea abies subsp. abies,Picea abies-type
Picea sect. Eupicea,Picea abies-type
Picea obovata,Picea abies-type
Picea excelsa-type,Picea abies-type
Picea undifferentiated,Picea
Picea omorika,Picea omorika-type
Picea orientalis,Picea omorika-type
Picea cf. omorika,Picea omorika-type
Picea omorika-type,Picea omorika-type
Pinus undifferentiated,Pinus
Pinus (type A),Pinus
Pinus (type 2),Pinus
Pinus pp.,Pinus
Pinus indeterminata,Pinus
Pinus sp.,Pinus
Pinus: clumps,Pinus
Pinus pinaster,Pinus pinaster
Pinus pinaster-type,Pinus pinaster
Pinus,Pinus sylvestris-type
Pinus diploxylon-type,Pinus sylvestris-type
Pinus sylvestris,Pinus sylvestris-type
Pinus diploxylon,Pinus sylvestris-type
Pinus sylvestris-type,Pinus sylvestris-type
Pinus (half),Pinus sylvestris-type
Pinus (whole),Pinus sylvestris-type
Pinus-type,Pinus sylvestris-type
Pinus laricio,Pinus sylvestris-type
Pinus nigra-type,Pinus sylvestris-type
Pinus mugo,Pinus sylvestris-type
Pinus subgen. Pinus,Pinus sylvestris-type
Pinus non-cembra,Pinus sylvestris-type
Pinus maritima,Pinus sylvestris-type
Pinus sylvestris/P. nigra-type,Pinus sylvestris-type
Pinus subgen. Diploxylon-type,Pinus sylvestris-type
Pinus subgen. Diploxylon,Pinus sylvestris-type
Pinus maritima-type,Pinus sylvestris-type
Pinus uncinata-type,Pinus sylvestris-type
Pinus halepensis,Pinus halepensis-type
Pinus halepensis-type,Pinus halepensis-type
Pinus pinea-type,Pinus halepensis-type
Pinus halepensis/P. pinea-type,Pinus halepensis-type
Pinus pinea,Pinus halepensis-type
Pinus pinea/P. halepensis,Pinus halepensis-type
Pinus haploxylon-type,Pinus cembra-type
Pinus cembra,Pinus cembra-type
Pinus peuce,Pinus cembra-type
Pinus haploxylon,Pinus cembra-type
Pinus cembra-type,Pinus cembra-type
Pinus subgen. Strobus,Pinus cembra-type
Pinus sibirica,Pinus cembra-type
Pinus pumila,Pinus cembra-type
Pinus cembra/Pinus haploxylon-type,Pinus cembra-type
Pinus subgen. Haploxylon-type,Pinus cembra-type
Pinus subgen. Haploxylon,Pinus cembra-type
Pinus sibirica-type,Pinus cembra-type
Pinus pumila-type,Pinus cembra-type
Pinus haplostellate,Pinus cembra-type
Podocarpaceae,Podocarpaceae
Tsuga,Tsuga
Tsuga undifferentiated,Tsuga
Tsuga-type,Tsuga
Tsuga mertensiana,Tsuga diversifolia-type
Tsuga diversifolia-type,Tsuga diversifolia-type
Podocarpus,Podocarpus
Podocarpus-type,Podocarpus
Keteleeria,Keteleeria
Dacrydium,Dacrydium
cf. Abies,cf. Abies
cf. Cedrus,cf. Abies
Pinaceae,cf. Abies
Coniferae indeterminable,cf. Abies
Pinaceae undifferentiated,cf. Abies
Pinaceae indeterminata,cf. Abies
Coniferae-type,cf. Abies
Coniferae,cf. Abies
Picea/Pinus undifferentiated,cf. Abies
Coniferae coroded,cf. Abies
Callitriche stagnalis,Callitriche stagnalis
Callitriche stagnalis-type,Callitriche stagnalis
Cladium mariscus,Cladium mariscus
Cladium-type,Cladium mariscus
Cladium,Cladium mariscus
Cyperaceae,Cyperaceae
Cyperaceae undifferentiated,Cyperaceae
Cyperaceae p.p.,Cyperaceae
Cyperaceae indeterminata,Cyperaceae
Cyperus,Cyperus
Cyperus longus-type,Cyperus
Cyperus-type,Cyperus
Cyperus capitatus,Cyperus
Eriophorum,Eriophorum-type
Eriophorum-type,Eriophorum-type
Eriophorum angustifolium/E. vaginatum,Eriophorum-type
Eriophorum scheuchzeri,Eriophorum-type
Scirpus lacustris,Scirpus-type
Scirpus maritimus,Scirpus-type
Scirpus sect. Pterolepis-type,Scirpus-type
Scirpus-type,Scirpus-type
Scirpus lacustris-type,Scirpus-type
Scirpus lacustris subsp. lacustris-type,Scirpus-type
Bolboschoenus maritimus,Scirpus-type
Scirpus,Scirpus-type
Scirpus lacustris subsp. tabernaemontani,Scirpus-type
Schoenoplectus lacturis subsp. lacustris,Scirpus-type
Schoenoplectus-type,Scirpus-type
Trichophorum caespitosum,Scirpus-type
Rhynchospora alba,Rhynchospora
Rhynchospora,Rhynchospora
Rhynchospora alba-type,Rhynchospora
Rhynchospora-type,Rhynchospora
Dulichium-type,Carex
Carex-type,Carex
Carex,Carex
Carex hirta-type,Carex
Schoenus-type,Schoenus
Schoenus,Schoenus
Ephedra,Ephedra
cf. Ephedra fragilis,Ephedra
Ephedra undifferentiated,Ephedra
Ephedraceae,Ephedra
Ephedra sp.,Ephedra
Ephedra indeterminata,Ephedra
Ephedra distachya,Ephedra distachya-type
Ephedra distachya-type,Ephedra distachya-type
Ephedra distachya subsp. helvetica-type,Ephedra distachya-type
Ephedra cf. E. distachya,Ephedra distachya-type
Ephedra major,Ephedra distachya-type
Ephedra distachya-nebrodensis,Ephedra distachya-type
Ephedra major-type,Ephedra distachya-type
Ephedra fragilis,Ephedra fragilis-type
Ephedra fragilis-type,Ephedra fragilis-type
Ephedra fragilis ssp. campylopoda,Ephedra fragilis-type
Ephedra fragilis ssp. campylopoda-type,Ephedra fragilis-type
Ephedra cf. E. fragilis ssp. campylopoda,Ephedra fragilis-type
Ephedra cf. E. fragilis,Ephedra fragilis-type
Ephedra cf. E. strobilacea,Ephedra fragilis-type
Ephedra strobilaceae-type,Ephedra strobilacea
Ephedra strobilacea,Ephedra strobilacea
Ephedra monosperma,Ephedra monosperma
Ephedra intermedia-type,Ephedra intermedia-type
Ephedra alata,Ephedra alata-type
Ephedra alata-type,Ephedra alata-type
Hydrocharis morsus-ranae,Hydrocharis morsus-ranae
Hydrocharis,Hydrocharis morsus-ranae
Cupressaceae,Juniperus-type
Juniperus-type,Juniperus-type
Taxodiaceae,Juniperus-type
Cupressus,Juniperus-type
Cupressaceae-type,Juniperus-type
Taxodium,Juniperus-type
Juniperus/Cupressaceae,Juniperus-type
Cupressaceae/Taxodiaceae,Juniperus-type
Juniperus/Tetraclinis-type,Juniperus-type
Juniperus sabina,Juniperus sabina
Tetraclinis,Tetraclinis
Juniperus oxycedrus-type,Juniperus oxycedrus-type
Juniperus,Juniperus communis-type
Juniperus communis,Juniperus communis-type
Juniperus communis-type,Juniperus communis-type
Populus,Populus
Populus balsamifera-type,Populus balsamifera-type
Populus tremula,Populus tremula-type
Populus tremula-type,Populus tremula-type
Populus tremuloides,Populus tremula-type
Potamogeton,Potamogeton-type
Potamogeton undifferentiated,Potamogeton-type
Potamogeton-type,Potamogeton-type
Potamogetonaceae,Potamogeton-type
Triglochin/Potamogeton,Potamogeton-type
Potamogeton/Triglochin,Potamogeton-type
Triglochin,Triglochin
Triglochin cf. T. palustris,Triglochin
Triglochin-type,Triglochin
Juncaginaceae,Triglochin
Triglochin maritima,Triglochin
Potamogeton subgen. Potamogeton,Potamogeton natans-type
Potamogeton sect. Eupotamogeton,Potamogeton natans-type
Potamogeton subgen. Potamogeton-type,Potamogeton natans-type
Potamogeton subgen. Eupotamogeton,Potamogeton natans-type
Potamogeton nodosus,Potamogeton natans-type
Potamogeton natans,Potamogeton natans-type
Groenlandia densa,Potamogeton natans-type
Potamogeton perfoliatus,Potamogeton natans-type
Potamogeton lucens,Potamogeton natans-type
Potamogeton subgen. Eupotamogeton-type,Potamogeton natans-type
Potamogeton natans-type,Potamogeton natans-type
Potamogeton eupotamogeton-type,Potamogeton natans-type
Eu-Potamogeton-type,Potamogeton natans-type
Potamogeton eupotamogeton,Potamogeton natans-type
Potamogeton subgen. Coleogeton,Potamogeton pectinatus-type
Potamogeton cf. P. pectinatus,Potamogeton pectinatus-type
